id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,posterior_state_exploration,prior_state_exploration,posterior_parameter_exploration,prior_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,posterior_l_loss_value,prior_l_loss_value,posterior_eta_d,prior_eta_d,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega_d,prior_omega_d,posterior_omega_a,prior_omega_a,posterior_lamgda,prior_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,LL,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,modelAIorRL
53b98f20fdf99b472f4700e4,0,//Users/fengli/Documents/RL-Model-for-Advise-Task/DataSink/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.896856357388009,0.896856357388009,1.78369521547809,1.78369521547809,1,1,0,0,0.920469761923157,0.920469761923157,6.2775667537674,6.2775667537674,4,4,0.0746986933318502,0.0746986933318502,0.358745864477573,0.358745864477573,0.174779042721613,0.174779042721613,0.593659193323684,0.593659193323684,0.215252263702829,0.215252263702829,1,1,0.710260604386886,0.932859249308704,0.788888888888889,0.963157894736842,-208.315455194432,0.02,0.44954128440367,0.794871794871795,190,3
