id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,posterior_state_exploration,prior_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,fixed_reward_value,fixed_l_loss_value,posterior_omega,prior_omega,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a,prior_eta_a,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
65d594b4198b2fcc568946bd,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65d594b4198b2fcc568946bd_T2_2024-06-25_17h17.40.223.csv,0.750563373339057,0.8,8.15909879506577,1,0.615765186118866,1,0,0.94807445568617,2,1,1,0.197679579907376,0.2,0.602776761026415,0.5,0.41218171010056,0.5,0.492654529920883,0.5,0.697600281332842,0.865763770077496,0.780555555555556,0.909090909090909,11,0.0904522613065327,0.43125,0,11,-201.880687884376,1
65d62d6afc0dcc5b81ceff41,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65d62d6afc0dcc5b81ceff41_T1_2024-05-22_15h10.40.036.csv,0.511697137091384,0.8,3.71842363391638,1,1.44181368949542,1,0,1.1843876191375,2,1,1,0.293836686395144,0.2,0.366224810268447,0.5,0.480048463533473,0.5,0.535479150137373,0.5,0.510187564702377,0.508873889244791,0.613888888888889,0.523809523809524,21,0.280612244897959,0.441717791411043,0.5,21,-313.84223562132,1
65d8fa2941e5a23c0bd0fb87,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65d8fa2941e5a23c0bd0fb87_T1_2024-07-23_13h29.59.788.csv,0.491838921193957,0.8,4.11286601717915,1,10.4983461341745,1,0,3.24132297750707,2,1,1,0.302934699936943,0.2,0.514640136658726,0.5,0.494097545431504,0.5,0.722341404229619,0.5,0.55578419213111,0.593918018076152,0.663888888888889,0.625,40,0.237113402061856,0.321212121212121,0.846153846153846,40,-310.407435913245,1
65dcddf73df41cde066da638,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65dcddf73df41cde066da638_T1_2024-07-13_13h28.05.814.csv,0.932416526788774,0.8,2.3551500934366,1,2.42578247966275,1,0,2.54708311782863,2,1,1,0.0900520715101544,0.2,0.449838072422304,0.5,0.341200943462728,0.5,0.107073157072712,0.5,0.636670379262529,0.714649386993139,0.788888888888889,0.799295774647887,284,0.0508474576271186,0.186991869918699,0.943396226415094,284,-382.844250959638,1
65ddeeb544845c2ca218d3d3,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65ddeeb544845c2ca218d3d3_T1_2024-07-13_14h00.37.695.csv,0.691104430153555,0.8,6.09337184271515,1,0.999873796360072,1,0,1.74515227586516,2,1,1,0.518308762562563,0.2,0.604798010946607,0.5,0.301668914600167,0.5,0.523650981020043,0.5,0.615871979234183,0.846048507028874,0.761111111111111,0.884615384615385,26,0.080952380952381,0.342281879194631,0.5,26,-262.069103896197,1
65df45b4b6c4eeb9240e1603,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65df45b4b6c4eeb9240e1603_T1_2024-05-07_10h32.01.630.csv,0.94466278961856,0.8,4.23649530601455,1,1.4833855562949,1,0,2.12269650467858,2,1,1,0.463077192114476,0.2,0.583547799326298,0.5,0.373762992545982,0.5,0.193964963318257,0.5,0.562507155355749,0.90995790724537,0.697222222222222,0.956175298804781,251,0.0897435897435897,0.056,0.80952380952381,251,-336.696393498311,1
65e2cb31fb9eabd44a2febbb,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e2cb31fb9eabd44a2febbb_T2_2024-07-14_20h55.17.504.csv,0.930483071626442,0.8,6.30498581218738,1,4.13367431132351,1,0,1.73456042549118,2,1,1,0.360132369022842,0.2,0.326424211864165,0.5,0.564593030251576,0.5,0.265935648663155,0.5,0.999084126003385,0.954943380561674,1,0.977777777777778,360,0,0,1,360,-51.5485283648947,1
65e33239b5fa3ca93950aa67,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e33239b5fa3ca93950aa67_T2_2024-06-21_07h35.07.069.csv,0.527917536172691,0.8,6.70711506115617,1,0.887445113384994,1,0,0.829913014580793,2,1,1,0.273844435365759,0.2,0.462545593613183,0.5,0.0717715084710455,0.5,0.49966159664828,0.5,0.673785400869528,0.855407002248893,0.755555555555556,1,1,0.175609756097561,0.590909090909091,NA,1,-205.366359825071,1
65e36d287b3844081e1f9613,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e36d287b3844081e1f9613_T1_2024-07-20_14h46.17.498.csv,0.823434458982772,0.8,3.80399505045963,1,5.10250742096352,1,0,2.33339048928029,2,1,1,0.130950149160922,0.2,0.55153000369886,0.5,0.556903126899214,0.5,0.117047982480319,0.5,0.943893876342119,0.753289822102163,0.969444444444444,0.828080229226361,349,0,0.02,0.985074626865672,349,-198.379663979289,1
65e3c99ff63caa042aac8883,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e3c99ff63caa042aac8883_T1_2024-05-21_18h48.26.475.csv,0.845646540781461,0.8,9.3463214248793,1,1.17481998628666,1,0,0.687420422643956,2,1,1,0.135024907048472,0.2,0.535481808155055,0.5,0.410434572548844,0.5,0.217099521616529,0.5,0.59622148699103,0.957747082211651,0.713888888888889,0.984251968503937,127,0.052,0.321100917431193,0.551724137931034,127,-274.880272629365,1
65e5a88bbbf79d273413f88a,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e5a88bbbf79d273413f88a_T1_2024-05-07_17h49.08.888.csv,0.711043206847751,0.8,11.4196206592261,1,1.98594076007294,1,0,0.910364209160113,2,1,1,0.105969497387019,0.2,0.362699643257308,0.5,0.0893462834987769,0.5,0.170855340994869,0.5,0.717686095806131,0.915243319344194,0.816666666666667,0.922413793103448,116,0.00434782608695652,0.62015503875969,0.8,116,-223.964214626508,1
65e686420ea25196de9139d5,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e686420ea25196de9139d5_T1_2024-06-20_15h44.29.862.csv,0.834378080696525,0.8,5.4472145849854,1,2.25495977387111,1,0,0.780915803081788,2,1,1,0.0323037819040122,0.2,0.634052045863645,0.5,0.207182624492595,0.5,0.278001925148842,0.5,0.730064887746628,0.83441550983421,0.805555555555556,0.9004329004329,231,0.0282258064516129,0.198198198198198,0.96078431372549,231,-261.324383166372,1
65e6a469e82dc3feeeda4433,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e6a469e82dc3feeeda4433_T1_2024-07-24_14h01.03.974.csv,0.919299942057814,0.8,6.88581388200988,1,0.7081451908727,1,0,1.4634877729734,2,1,1,0.490697262916873,0.2,0.537361442220073,0.5,0.483951711347265,0.5,0.20209161882875,0.5,0.550831185347577,0.98772213779822,0.683333333333333,1,65,0.0720720720720721,0.218978102189781,0.6,65,-300.268644652681,1
65e84adb6f06957a658f1f25,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65e84adb6f06957a658f1f25_T1_2024-05-21_11h41.38.250.csv,0.749180427746217,0.8,4.88655863703028,1,0.579233669252054,1,0,1.46789102198977,2,1,1,0.503489834848376,0.2,0.180962196943244,0.5,0.340966246101573,0.5,0.578168763528642,0.5,0.465854840987471,0.857587920303363,0.594444444444444,0.96969696969697,33,0.229946524064171,0.377906976744186,0,33,-338.890134305989,1
65ea312e53c37b2a17c138f9,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65ea312e53c37b2a17c138f9_T2_2024-06-13_20h07.16.822.csv,0.892292526436998,0.8,6.16453347234132,1,1.31117300113522,1,0,0.726263277484784,2,1,1,0.0967835401251728,0.2,0.773210184579506,0.5,0.0793030174720919,0.5,0.0766008862838224,0.5,0.605987963967678,0.880082442485721,0.736111111111111,0.934782608695652,138,0.0180995475113122,0.391304347826087,0.785714285714286,138,-305.505824160697,1
65ea679d293a5eb3dddd5ffc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65ea679d293a5eb3dddd5ffc_T2_2024-06-06_18h06.40.083.csv,0.920621347386842,0.8,3.31875040622495,1,1.45176972779497,1,0,1.66254214392816,2,1,1,0.058931221339115,0.2,0.297660568232287,0.5,0.487343184008018,0.5,0.226152522493797,0.5,0.42393681559592,0.808800106807207,0.527777777777778,0.909574468085106,188,0.205607476635514,0.179310344827586,0.574468085106383,188,-423.446686017487,1
65ea6d657bbd3689a87a1de6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65ea6d657bbd3689a87a1de6_T1_2024-06-07_08h17.17.996.csv,0.807883548936481,0.8,4.11035664116598,1,1.70461370304763,1,0,3.29845486245439,2,1,1,0.0835059068739701,0.2,0.470412812517447,0.5,0.312621787384251,0.5,0.806795939576703,0.5,0.501596880045441,0.822154363973393,0.636111111111111,0.926829268292683,164,0.0714285714285714,0.289256198347107,0.742857142857143,164,-372.808510634216,1
65eb230ebabf00edfeb036e6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_65eb230ebabf00edfeb036e6_T1_2024-05-18_21h56.49.077.csv,0.551258667575419,0.8,7.16786162552756,1,0.780982167327502,1,0,1.08580606910046,2,1,1,0.600958598364497,0.2,0.270203786076088,0.5,0.0776004643958991,0.5,0.499974125207213,0.5,0.571366059849406,0.323546904554202,0.666666666666667,0,1,0.218579234972678,0.511363636363636,0,1,-255.282556677401,1
