id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,posterior_state_exploration,prior_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,fixed_reward_value,fixed_l_loss_value,posterior_omega,prior_omega,posterior_eta_d,prior_eta_d,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
58a5d6527cf56d0001f92567,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_58a5d6527cf56d0001f92567_T2_2024-06-20_08h15.11.882.csv,0.742131949348383,0.8,5.87438489608291,1,1.2943195832894001,1,0,2.08579694452407,2,1,1,0.0807112357702385,0.2,0.362215771448187,0.5,0.700881895255248,0.5,0.247617883603272,0.5,0.47661115841235,0.891594252695724,0.563888888888889,0.966386554621849,119,0.0900473933649289,0.540540540540541,0.78125,119,-358.032025323904,1
58acbfacea3d11000170e99a,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_58acbfacea3d11000170e99a_T2_2024-07-16_13h04.55.176.csv,0.70631499014127,0.8,5.99892481062816,1,1.8762292880818,1,0,2.31559226911835,2,1,1,0.660554444945924,0.2,0.247672233915114,0.5,0.611535281328295,0.5,0.0547255982765695,0.5,0.447248234367159,0.802731833312108,0.613888888888889,0.903225806451613,155,0.0555555555555556,0.224,0.818181818181818,155,-413.45201405858,1
58b0d5e700de9e0001863385,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_58b0d5e700de9e0001863385_T1_2024-04-11_19h04.10.141.csv,0.7903454765596,0.8,4.79805480579056,1,2.91013519453522,1,0,1.76895100777371,2,1,1,0.011110421081124,0.2,0.0791117415405749,0.5,0.701265260049136,0.5,0.380069359151977,0.5,0.765153588610024,0.850551324126282,0.805555555555556,0.922794117647059,272,0.189300411522634,0.00862068965517241,0.955223880597015,272,-252.164984697812,1
58d2cb10f5899100018a05b8,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_58d2cb10f5899100018a05b8_T2_2024-06-20_12h42.34.371.csv,0.704075582366408,0.8,12.9344302004118,1,1.31186990065806,1,0,1.82111081559633,2,1,1,0.144231972458878,0.2,0.551411667831853,0.5,0.539185004263867,0.5,0.421859051796402,0.5,0.777323358790105,0.982093133017304,0.855555555555556,1,26,0.0262008733624454,0.5,0.333333333333333,26,-159.187986004527,1
58f90ebc3f4fef000199e2fd,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_58f90ebc3f4fef000199e2fd_T1_2024-04-19_15h05.17.762.csv,0.7342832981213,0.8,9.0718644564518,1,1.57487493211488,1,0,0.68921511264901,2,1,1,0.0971730869476184,0.2,0.589682417090443,0.5,0.310828824739785,0.5,0.0559780600516648,0.5,0.59347823738887,0.906639955302879,0.722222222222222,0.949438202247191,178,0,0.296296296296296,0.844444444444444,178,-307.331286411691,1
598fba148380cc00012a3ce7,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_598fba148380cc00012a3ce7_T1_2024-05-19_12h55.18.476.csv,0.630569761909256,0.8,6.05967044882259,1,2.12665558359566,1,0,2.34348167535249,2,1,1,0.175098970077807,0.2,0.366147492671878,0.5,0.731109194157128,0.5,0.115338839886303,0.5,0.576798833105154,0.754823585624809,0.711111111111111,0.830985915492958,71,0.0544554455445545,0.464968152866242,0.705882352941177,71,-308.608996164151,1
59948cbdcf1d1700016efa45,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_59948cbdcf1d1700016efa45_T2_2024-06-20_13h25.52.375.csv,0.744531281516142,0.8,9.61121347288415,1,1.44713768720601,1,0,2.26153638670314,2,1,1,0.220260873132999,0.2,0.396502134922159,0.5,0.41065882517861,0.5,0.155117298886655,0.5,0.599808694899293,0.933585940536971,0.722222222222222,0.969465648854962,131,0.00425531914893617,0.459677419354839,0.40625,131,-283.886459432547,1
59ae8d282a78fd00010b80e7,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_59ae8d282a78fd00010b80e7_T2_2024-07-29_20h09.08.197.csv,0.666034540846995,0.8,9.10808371431913,1,1.76083993995154,1,0,1.05515021383573,2,1,1,0.106610251669914,0.2,0.174060400796311,0.5,0.513261631487029,0.5,0.125249169245897,0.5,0.614233771105313,0.911812640669654,0.730555555555556,0.956521739130435,92,0.0645161290322581,0.605633802816901,0.75,92,-279.019758346509,1
59c0782e5364260001dc4740,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_59c0782e5364260001dc4740_T1_2024-05-18_10h59.33.367.csv,0.608272550667645,0.8,8.559320754234,1,0.592967455072907,1,0,1.75523323434047,2,1,1,0.488780677506589,0.2,0.452056480358753,0.5,0.5,0.5,0.500423227280697,0.5,0.736133644086247,0.829527923356527,0.819444444444444,1,1,0.0469483568075117,0.39041095890411,0,1,-165.83452980095,1
59dc458f77860e000151240e,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_59dc458f77860e000151240e_T2_2024-06-10_09h24.47.906.csv,0.714131473665768,0.8,8.80268716748826,1,1.5560626892737,1,0,1.24574300631414,2,1,1,0.160632371609049,0.2,0.179421837266766,0.5,0.457288285223312,0.5,0.102890415743455,0.5,0.559164374897048,0.937085622156577,0.677777777777778,0.968944099378882,161,0.0815450643776824,0.222222222222222,0.702702702702703,161,-313.600977142986,1
