id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d,prior_eta_d,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega_d,prior_omega_d,posterior_omega_a,prior_omega_a,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
661403240d2261252260d5bc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_661403240d2261252260d5bc_T2_2024-07-06_00h34.05.967.csv,0.709904152571775,0.8,3.96095045818621,1,1,0,1.57022835101952,2,1.74363282814294,4,4,0.0399805705905736,0.5,0.384201435442008,0.5,0.0248365411924983,0.5,0.0790170567890494,0.2,0.533808491289216,0.2,1,0.945999814687803,0.823236941455909,0.977777777777778,0.869318181818182,352,0.00746268656716418,0,1,352,-190.635928286587,3
661518389e545666580a32a8,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_661518389e545666580a32a8_T1_2024-07-31_12h19.08.694.csv,0.870134770162908,0.8,2.08640731639306,1,1,0,0.725491832650362,2,4.91240638948772,4,4,0.0261352055973755,0.5,0.450979430666298,0.5,0.0883980109181848,0.5,0.229053054232302,0.2,0.624824256243585,0.2,1,0.637684164561614,0.910358419533211,0.744444444444444,0.946902654867257,226,0.0688259109311741,0.330357142857143,0.790697674418605,226,-300.792341304427,3
66153c5237b371310ca8ceaa,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_66153c5237b371310ca8ceaa_T2_2024-07-20_19h10.25.347.csv,0.915189865313112,0.8,1.08688298209305,1,1,0,0.910402690280303,2,5.98185032358579,4,4,0.141080828666811,0.5,0.413314082805095,0.5,0.332540062174072,0.5,0.504334774014986,0.2,0.0356903016222645,0.2,1,0.573005149189526,0.936779026965743,0.652777777777778,0.950704225352113,142,0.0411522633744856,0.353448275862069,0.652173913043478,142,-294.837033787468,3
66171378a0d58cc04011f002,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_66171378a0d58cc04011f002_T1_2024-07-23_11h39.49.001.csv,0.924806734548126,0.8,1.84369398958445,1,1,0,1.07195564187415,2,7.35611989919766,4,4,0.0944185805468381,0.5,0.576873391323192,0.5,0.133698150251468,0.5,0.474051592942604,0.2,0.602206520304379,0.2,1,0.860403626463357,0.958683493077304,0.911111111111111,0.961832061068702,131,0.0201612903225806,0.666666666666667,0.923076923076923,131,-131.300622284917,3
6619a6b7ce5da964c6d15b4d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_6619a6b7ce5da964c6d15b4d_T2_2024-06-17_16h56.08.940.csv,0.774508751907771,0.8,4.54819437913875,1,1,0,0.498944583049481,2,1.82455538140333,4,4,0.0202203287339032,0.5,0.265459623689441,0.5,0.0234048812227097,0.5,0.164354561418659,0.2,0.508542508366233,0.2,1,0.812474954859262,0.767209888458477,0.875,0.80327868852459,305,0.0129310344827586,0.118110236220472,0.955882352941177,305,-291.746954151468,3
66201746287a77b3b97d0c52,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_66201746287a77b3b97d0c52_T2_2024-06-10_11h10.13.919.csv,0.853240968035873,0.8,0.340439520812634,1,1,0,0.96675729928019,2,18.98425043166,4,4,0.223150095362227,0.5,0.725895744258303,0.5,0.568033426941237,0.5,0.593790507447686,0.2,0.385408379380468,0.2,1,0.67595555556385,0.767588008952129,0.783333333333333,0.904761904761905,42,0.0277777777777778,0.692307692307692,0.25,42,-247.321619839654,3
6620a09b51dd0cf06035b3b1,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_6620a09b51dd0cf06035b3b1_T1_2024-05-18_20h31.16.154.csv,0.746895784810673,0.8,3.1310312472934,1,1,0,1.14310785895872,2,2.4817771819903,4,4,0.032997450270022,0.5,0.24392659562445,0.5,0.0313016088181397,0.5,0.069691782817287,0.2,0.447330099592837,0.2,1,0.842459400792808,0.780230159575353,0.919444444444444,0.846385542168675,332,0.020746887966805,0.0169491525423729,0.901408450704225,332,-277.767991837006,3
6622be67c3c8690e01b55dab,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_6622be67c3c8690e01b55dab_T1_2024-05-20_11h59.54.996.csv,0.883086866828782,0.8,1.63771581665095,1,1,0,1.46865781865212,2,6.195278054449,4,4,0.0301565021534742,0.5,0.266199636696135,0.5,0.0497701600830105,0.5,0.435138765387724,0.2,0.657687727254245,0.2,1,0.738016963826554,0.839731690382167,0.833333333333333,0.878676470588235,272,0.0826086956521739,0.178294573643411,0.893939393939394,272,-285.324742356842,3
6625ac4d6f5a636552f8adf0,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_6625ac4d6f5a636552f8adf0_T2_2024-06-21_13h21.30.448.csv,0.881082638861818,0.8,2.02074370950536,1,1,0,1.12190753822483,2,5.81605763162904,4,4,0.0571327529885418,0.5,0.297855607612874,0.5,0.064635647476646907,0.5,0.583130820024958,0.2,0.620813345334487,0.2,1,0.801729834611199,0.896884087608826,0.891666666666667,0.909774436090226,266,0.0240963855421687,0.209090909090909,0.959183673469388,266,-216.849459439696,3
6626f18372aacd362b3a4fe2,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_6626f18372aacd362b3a4fe2_T2_2024-06-13_12h36.43.605.csv,0.751502404419043,0.8,0.108410077341902,1,1,0,0.498213676035702,2,56.4826984755588,4,4,0.815205012465348,0.5,0.472163287787024,0.5,0.517280348601312,0.5,0.0640838388725861,0.2,0.514125414279694,0.2,1,0.690869652778924,0.730563981536961,0.708333333333333,1,3,0.015625,0.269461077844311,0,3,-218.602348303754,3
