id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta,prior_eta,posterior_omega_d,prior_omega_d,posterior_omega_a,prior_omega_a,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.852599290504205,0.8,1.73376750337495,1,1,0,0.707414718031185,2,5.85423936342041,4,4,0.0964797273320175,0.5,0.719141275967776,0.2,0.0689321575817231,0.2,1,0.650363583763796,0.948954840599233,0.772222222222222,0.968421052631579,190,0.02,0.44954128440367,0.794871794871795,190,-264.102848647627,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.717889323142939,0.8,0.354549450699461,1,1,0,0.868741060107293,2,17.8307519984521,4,4,0.313171918613694,0.5,0.171438259090268,0.2,0.16696199342379,0.2,1,0.726043699457891,0.651985182221737,0.825,0.88,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-206.138362798934,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.825278518340381,0.8,0.157961153006304,1,1,0,0.633828005740245,2,28.908176066833,4,4,0.644033531124129,0.5,0.146367790098655,0.2,0.343795076626159,0.2,1,0.670193878491099,0.649716311298053,0.744444444444444,0.9375,16,0.0509259259259259,0.377622377622378,0.25,16,-237.662263344305,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.334402207010603,0.8,1.12921597143158,1,1,0,0.567716303267165,2,3.77163397401868,4,4,0.431513700444276,0.5,0.644142186916744,0.2,0.036432994635528,0.2,1,0.660147067461723,0.645995982150704,0.752777777777778,0.692307692307692,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-257.647311670983,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.921803954715873,0.8,0.912423678252518,1,1,0,1.34857606254689,2,10.3287160588925,4,4,0.110441457067893,0.5,0.60219724010312,0.2,0.448740309607639,0.2,1,0.69393017938546,0.838852007923241,0.772222222222222,0.928571428571429,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-234.710037807673,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.763427899945594,0.8,4.16396759359736,1,1,0,0.927843203807861,2,3.70313156710878,4,4,0.0407630416765588,0.5,0.712101195974479,0.2,0.0678754829058622,0.2,1,0.577614743407526,0.965068184793535,0.677777777777778,0.980861244019139,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-305.200965915097,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.880329217978203,0.8,1.13947378685171,1,1,0,0.867204062610843,2,7.24374909274122,4,4,0.121920634001148,0.5,0.298792524173981,0.2,0.068534654233734,0.2,1,0.663108431570435,0.926933894576794,0.775,0.962962962962963,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-240.532470971689,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.924138209592169,0.8,1.92055903568731,1,1,0,1.0740440829303,2,7.20268576747715,4,4,0.066381626117829,0.5,0.628728655036992,0.2,0.593157375297048,0.2,1,0.72913476731386,0.864322136503858,0.825,0.89047619047619,210,0.0254237288135593,0.32520325203252,0.875,210,-251.695412576583,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.951997022534967,0.8,1.43212935043922,1,1,0,0.88435782051894,2,6.58585088772422,4,4,0.142195795775185,0.5,0.241250248257015,0.2,0.242683829425289,0.2,1,0.682816740933315,0.879024374971831,0.788888888888889,0.945945945945946,74,0.0229357798165138,0.553191489361702,0.84,74,-237.063527325876,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.883496671498464,0.8,0.821169230385731,1,1,0,1.44032179557577,2,9.74654951533586,4,4,0.0571919707242564,0.5,0.52698248657013,0.2,0.0576697091386117,0.2,1,0.576539115447667,0.901362768177581,0.711111111111111,0.934156378600823,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-331.877321848772,3
