id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega,prior_omega,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.61616468206792,0.8,2.46289718385953,1,1,0,1.42210663838,2,0.509751904894776,4,4,0.23243991268228,0.5,0.0730083643494033,0.5,0.456877867876371,0.5,0.14717379015802,0.5,0.399991306489732,0.2,1,0.697999454032721,0.959992029158406,0.783333333333333,0.973684210526316,190,0.02,0.44954128440367,0.794871794871795,190,-234.181275201915,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.682618579350862,0.8,0.876391639366372,1,1,0,0.597607864483338,2,6.43782519650508,4,4,0.508878554828872,0.5,0.172111301394264,0.5,0.572779233651266,0.5,0.396995079746984,0.5,0.165150733709243,0.2,1,0.731685099285135,0.853125355957076,0.833333333333333,0.92,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-197.544248428884,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.5544559546953,0.8,0.423513140795833,1,1,0,0.742840816147117,2,13.6412166437348,4,4,0.599697281713679,0.5,0.397407990989415,0.5,0.462488142865552,0.5,0.511859849801341,0.5,0.501223997210577,0.2,1,0.682105210125449,0.632901683768859,0.775,1,16,0.0509259259259259,0.377622377622378,0.25,16,-229.859340333356,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.465873787725416,0.8,2.37085797446706,1,1,0,0.725503029651682,2,2.45402840691443,4,4,0.228243299158658,0.5,0.293292302560879,0.5,0.718895966701751,0.5,0.210279629461736,0.5,0.567182783000482,0.2,1,0.715826992936526,0.717232947285277,0.825,0.743589743589744,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-224.02232748605,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.566201466799793,0.8,2.06420092451803,1,1,0,1.27242626496796,2,1.72120374100873,4,4,0.242901163393282,0.5,0.108456822040856,0.5,0.575936407924043,0.5,0.0906214449684491,0.5,0.577684847552126,0.2,1,0.714524960608163,0.903098965566294,0.791666666666667,0.964285714285714,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-223.963131989779,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.596644716366436,0.8,2.72066622721782,1,1,0,1.24807944936372,2,1.78767005580277,4,4,0.0971307681897703,0.5,0.167853155209485,0.5,0.292120962440076,0.5,0.151698701198929,0.5,0.464499466277695,0.2,1,0.63514636684444,0.962149215021041,0.747222222222222,0.985645933014354,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-275.879748377601,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.651156970243241,0.8,1.6189726022578,1,1,0,1.55357220698875,2,1.52549029997681,4,4,0.314296383137488,0.5,0.0906347038006373,0.5,0.518993131739072,0.5,0.103869031326836,0.5,0.191269054536043,0.2,1,0.678546057080004,0.964834975255577,0.797222222222222,0.987654320987654,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-234.314792046104,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.568591634972325,0.8,2.79694718204335,1,1,0,0.97037033192534,2,0.684725598176961,4,4,0.201752755629771,0.5,0.0880885905207747,0.5,0.514478375334705,0.5,0.108627245712168,0.5,0.606625758933094,0.2,1,0.726314122174745,0.911322143400602,0.85,0.938095238095238,210,0.0254237288135593,0.32520325203252,0.875,210,-251.849178961236,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.625744245940831,0.8,2.1357360238387,1,1,0,0.858532155991977,2,1.60549590818561,4,4,0.461644534594972,0.5,0.157035931364321,0.5,0.746162412409251,0.5,0.103127170926705,0.5,0.243572290471383,0.2,1,0.684333543222166,0.96104215518485,0.758333333333333,1,74,0.0229357798165138,0.553191489361702,0.84,74,-228.36863538495,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.608365333521743,0.8,2.28781902931458,1,1,0,1.13745700549522,2,0.430145665583672,4,4,0.200995627825888,0.5,0.209105016157686,0.5,0.351021861640536,0.5,0.141053101763502,0.5,0.408150503445037,0.2,1,0.634702456990775,0.900958756480396,0.766666666666667,0.930041152263374,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-301.734015980413,3
