id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega_d,prior_omega_d,posterior_omega_a,prior_omega_a,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.626175885871669,0.8,2.98422221384401,1,1,0,1.52931755462526,2,0.58492196967748,4,4,0.197718916513625,0.5,0.0645960629976791,0.5,0.275278898835553,0.5,0.158112504223293,0.5,0.51721283065683,0.2,0.0846339117926729,0.2,1,0.716582169470881,0.962570630058562,0.797222222222222,0.968421052631579,190,0.02,0.44954128440367,0.794871794871795,190,-224.857089239002,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.681864722250906,0.8,0.881762746195628,1,1,0,0.594991885182529,2,6.4176232535252,4,4,0.505046380080666,0.5,0.172151594905795,0.5,0.575382147788882,0.5,0.393337392251697,0.5,0.177941500561,0.2,0.178183345526309,0.2,1,0.731664135666762,0.852744813915748,0.836111111111111,0.92,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-197.707294210549,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.553460194996842,0.8,0.41932079480579,1,1,0,0.755859908635358,2,13.9536809306082,4,4,0.595603943002753,0.5,0.394875318548893,0.5,0.422585928769388,0.5,0.54189806935228,0.5,0.520637264589564,0.2,0.20421056400234,0.2,1,0.683176890114317,0.651234984099788,0.772222222222222,1,16,0.0509259259259259,0.377622377622378,0.25,16,-229.501836246641,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.455105531681911,0.8,2.33558666162471,1,1,0,0.711839660626882,2,2.3791437394724,4,4,0.239119240818093,0.5,0.30117341994808,0.5,0.711156757174232,0.5,0.210031107924196,0.5,0.588943888497521,0.2,0.343603813664583,0.2,1,0.715555583247344,0.723007872861886,0.827777777777778,0.717948717948718,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-225.013553616109,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.565607453564988,0.8,2.05226830123644,1,1,0,1.2820161129074,2,1.72238947894645,4,4,0.244802414620558,0.5,0.107873797024876,0.5,0.563373414486355,0.5,0.0969673840293002,0.5,0.536092738107882,0.2,0.43480698073463,0.2,1,0.711763372691209,0.902782941304884,0.783333333333333,0.964285714285714,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-226.508738383241,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.617262495568088,0.8,2.85750621812026,1,1,0,1.16703775022093,2,1.48325005286503,4,4,0.121754445690038,0.5,0.197271934641273,0.5,0.252923509540904,0.5,0.172731091774696,0.5,0.600850218892447,0.2,0.12429390644058,0.2,1,0.650252898852623,0.963811757757974,0.758333333333333,0.985645933014354,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-267.301185401501,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.656764965447052,0.8,1.53502467734645,1,1,0,1.6928515918359,2,2.20735085779342,4,4,0.275520833639494,0.5,0.0899624405113136,0.5,0.452263904266742,0.5,0.119894723663337,0.5,0.263044945563637,0.2,0.1057777969819,0.2,1,0.67896221561764,0.968700149425973,0.797222222222222,0.987654320987654,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-232.674200165671,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.56762530257585,0.8,2.88409453960875,1,1,0,0.978665802982449,2,0.625772924847117,4,4,0.193964280764958,0.5,0.0865513966194932,0.5,0.486392497403893,0.5,0.105473135288814,0.5,0.485673028333976,0.2,0.594254844935506,0.2,1,0.72643223568322,0.912149881547081,0.85,0.938095238095238,210,0.0254237288135593,0.32520325203252,0.875,210,-254.882882677188,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.636487430471795,0.8,2.55828337505538,1,1,0,0.909772249484317,2,0.87173755451258,4,4,0.504844712180215,0.5,0.135877146634461,0.5,0.745842662309879,0.5,0.0891636989079962,0.5,0.062328648235958,0.2,0.328138398095828,0.2,1,0.701870724828063,0.976067519699775,0.8,1,74,0.0229357798165138,0.553191489361702,0.84,74,-222.791297433753,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.606685205509262,0.8,2.29118609284976,1,1,0,1.14457192747316,2,0.432730569725626,4,4,0.19903224176334,0.5,0.207082815488584,0.5,0.345512970920688,0.5,0.139723013921101,0.5,0.384137090052247,0.2,0.358602970413652,0.2,1,0.634583900371055,0.900392966006256,0.766666666666667,0.930041152263374,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-303.072120745916,3
565bff58c121fe0005fc390d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_565bff58c121fe0005fc390d_T1_2024-06-05_18h02.19.834.csv,0.544387838311369,0.8,2.65534063766115,1,1,0,1.07135514943288,2,2.99288433492599,4,4,0.0988540186183179,0.5,0.124475570665932,0.5,0.475553393382214,0.5,0.106131670265199,0.5,0.443735913654043,0.2,0.551916212945301,0.2,1,0.669492664076016,0.944225947624168,0.788888888888889,0.983606557377049,122,0.0657894736842105,0.290076335877863,0.791666666666667,122,-258.251528360257,3
56780a5a89319e0011644cb4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56780a5a89319e0011644cb4_T1_2024-05-18_13h28.25.633.csv,0.569601106622502,0.8,0.545696999072058,1,1,0,1.57038808616809,2,10.1417449009029,4,4,0.701569242143553,0.5,0.132457979980926,0.5,0.459875205569529,0.5,0.221404364873101,0.5,0.099830017514966,0.2,0.216867198021356,0.2,1,0.745222191603429,0.624482504965434,0.813888888888889,0.888888888888889,9,0.0423280423280423,0.611764705882353,0.6,9,-183.744289022538,3
567dd32b4f0ef30006dbb718,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_567dd32b4f0ef30006dbb718_T1_2024-05-08_18h14.49.126.csv,0.567738153084286,0.8,2.75509536045847,1,1,0,1.1066655630675,2,0.724079885471407,4,4,0.248764623756228,0.5,0.179689760023832,0.5,0.494862696000923,0.5,0.19695777693304,0.5,0.575587427016024,0.2,0.158563547237717,0.2,1,0.685818177156021,0.941298612032119,0.788888888888889,0.955414012738854,157,0.00790513833992095,0.283018867924528,0.741935483870968,157,-237.319174751284,3
5685850c333cbd000d4e042f,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5685850c333cbd000d4e042f_T2_2024-06-12_11h23.31.372.csv,0.56020803521054,0.8,2.69109461853201,1,1,0,1.29110036518258,2,1.70988173386292,4,4,0.126483200404524,0.5,0.0674985614278014,0.5,0.350002035444238,0.5,0.151660146915969,0.5,0.46375696396909,0.2,0.238298789301332,0.2,1,0.712156588508715,0.950858324110998,0.783333333333333,0.974789915966387,119,0.0493827160493827,0.508620689655172,0.68,119,-227.75095242369,3
568d0641b5a2c2000cb657d0,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_568d0641b5a2c2000cb657d0_T2_2024-07-30_10h18.26.647.csv,0.594321758278439,0.8,2.0968546236597,1,1,0,1.27485210662627,2,0.640402438644242,4,4,0.229054640291354,0.5,0.134862746818718,0.5,0.515020016992442,0.5,0.13021696630743201,0.5,0.382558452880835,0.2,0.32155528054782,0.2,1,0.617167398049429,0.932864850845044,0.75,0.964646464646465,198,0.0493827160493827,0.241379310344828,0.595238095238095,198,-294.792418137257,3
5694e7b5e0c800000b5a3841,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5694e7b5e0c800000b5a3841_T1_2024-05-18_15h29.08.146.csv,0.540463546230717,0.8,4.33697810842884,1,1,0,1.15497743666574,2,0.839702194184677,4,4,0.176118322817943,0.5,0.107102850849034,0.5,0.448780256650064,0.5,0.151566334771127,0.5,0.31141882926728,0.2,0.361860810721746,0.2,1,0.790841598839566,0.961552385034678,0.858333333333333,0.963414634146341,164,0.00869565217391304,0.48062015503876,0.756756756756757,164,-180.671303838815,3
56b72c28f2fc70000c32fb37,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56b72c28f2fc70000c32fb37_T1_2024-05-18_23h22.33.370.csv,0.638630719779282,0.8,2.1157633055797,1,1,0,1.39526279798289,2,0.374717958772651,4,4,0.306758291938558,0.5,0.113565576712157,0.5,0.585171056245675,0.5,0.119845263900052,0.5,0.318626114295156,0.2,0.390685601145588,0.2,1,0.650192351537867,0.939789999354157,0.786111111111111,0.963133640552995,217,0,0.3,0.888888888888889,217,-272.822849421366,3
56e225c2ec0fdd000641e72d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56e225c2ec0fdd000641e72d_T2_2024-06-20_23h23.44.100.csv,0.664765308207527,0.8,0.651342119313037,1,1,0,1.39653221975172,2,4.57534390519016,4,4,0.507853647512125,0.5,0.436375099644897,0.5,0.63824989973255,0.5,0.374453889296757,0.5,0.507306798443478,0.2,0.220198037756993,0.2,1,0.522565626705855,0.805166087914634,0.602777777777778,0.931034482758621,87,0.0737327188940092,0.197183098591549,0.272727272727273,87,-337.441409962334,3
56e8bf5a870a8e000b4a8d6e,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56e8bf5a870a8e000b4a8d6e_T1_2024-04-04_13h13.34.155.csv,0.692703791172895,0.8,1.80921597831722,1,1,0,1.15284169143079,2,0.580202993548436,4,4,0.646152988560889,0.5,0.218541614884166,0.5,0.632180377806781,0.5,0.137616712014519,0.5,0.329214010206683,0.2,0.299456551093102,0.2,1,0.590452592028307,0.894454494495998,0.697222222222222,0.915584415584416,154,0.00458715596330275,0.276595744680851,0.695652173913043,154,-295.661210688627,3
56ec9fa4f9ffc4000ac1941b,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56ec9fa4f9ffc4000ac1941b_T2_2024-06-20_16h41.00.309.csv,0.600503329475315,0.8,3.27774099804017,1,1,0,0.992423658050297,2,0.45067537768971,4,4,0.209400729551859,0.5,0.221859257181064,0.5,0.417389300955036,0.5,0.190721594442415,0.5,0.570974280971713,0.2,0.238014043743859,0.2,1,0.750714066685508,0.954093638261406,0.852777777777778,0.969111969111969,259,0.00387596899224806,0.108910891089109,0.767857142857143,259,-216.127037400501,3
56f9364e895094000c8f4967,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56f9364e895094000c8f4967_T2_2024-06-22_17h07.12.684.csv,0.281286699470061,0.8,0.910337398596914,1,1,0,0.77920342673119,2,6.35661951029377,4,4,0.720638582704697,0.5,0.134228440805362,0.5,0.5,0.5,0.5,0.5,0.0556350373021153,0.2,0.2,0.2,1,0.797291569975561,NA,0.858333333333333,NA,0,0.0104712041884817,0.595238095238095,NA,0,-141.216228175007,3
570f018053cc8f000f8d4bbb,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_570f018053cc8f000f8d4bbb_T1_2024-05-20_16h37.31.638.csv,0.556650011602608,0.8,2.43037964022571,1,1,0,0.907687846557357,2,4.12354456404393,4,4,0.0677183008862564,0.5,0.0746321185208268,0.5,0.522298488955394,0.5,0.0992165049019613,0.5,0.27260392110939,0.2,0.470159052622926,0.2,1,0.642536702357698,0.957092054687408,0.755555555555556,0.988372093023256,86,0.12962962962963,0.475524475524476,0.80952380952381,86,-267.347593941471,3
