id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d,prior_eta_d,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega_d,prior_omega_d,posterior_omega_a,prior_omega_a,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.612428735130342,0.8,3.01276204149792,1,1,0,1.54586121491626,2,1.80598997060135,4,4,0.0845593115614567,0.5,0.192817860706012,0.5,0.143396788033634,0.5,0.551986563293219,0.2,0.0935154705409423,0.2,1,0.674635125234662,0.962415542285298,0.775,0.968421052631579,190,0.02,0.44954128440367,0.794871794871795,190,-248.21704291933,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.665926287105946,0.8,1.007759380737,1,1,0,0.758595166485341,2,11.3535997155646,4,4,0.130853211448589,0.5,0.385896769152161,0.5,0.330234658235459,0.5,0.219186272406239,0.2,0.228392365690165,0.2,1,0.697830921996349,0.908369238411569,0.786111111111111,0.96,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-214.043090256043,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.564104068665112,0.8,0.495277023312477,1,1,0,0.699551410106758,2,15.2280161265025,4,4,0.342946619831581,0.5,0.376744843871474,0.5,0.526627532517447,0.5,0.514309319079103,0.2,0.206021463110844,0.2,1,0.674228317513821,0.700298898617468,0.788888888888889,1,16,0.0509259259259259,0.377622377622378,0.25,16,-233.088720930958,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.435080024696771,0.8,2.19167494705782,1,1,0,0.746473015406474,2,1.80270414981029,4,4,0.321037614476241,0.5,0.7364405350712,0.5,0.224327044986073,0.5,0.604275369824419,0.2,0.340368480361306,0.2,1,0.711117030575062,0.704207963019637,0.819444444444444,0.692307692307692,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-224.443549802522,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.582161010678709,0.8,2.2425068516262,1,1,0,1.10234918244404,2,3.79935117437612,4,4,0.106487807101236,0.5,0.466391365651226,0.5,0.0816071041803374,0.5,0.454326159808934,0.2,0.470702074517416,0.2,1,0.69442715704879,0.932271590675015,0.788888888888889,0.964285714285714,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-236.13017098292,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.62117162904888,0.8,2.88742011315581,1,1,0,1.12864791198594,2,1.07963979654837,4,4,0.138814593253403,0.5,0.270201663162988,0.5,0.172597675133913,0.5,0.568562627611381,0.2,0.124220130096256,0.2,1,0.646165447923099,0.964347764709497,0.766666666666667,0.985645933014354,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-266.956363213473,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.625858417424481,0.8,2.59114399055882,1,1,0,1.51357149704251,2,3.58132664950435,4,4,0.0799903149815984,0.5,0.176939730893086,0.5,0.0898594532649594,0.5,0.214732550182831,0.2,0.0941937127140824,0.2,1,0.666792216918909,0.982046162828546,0.761111111111111,0.987654320987654,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-242.225076061678,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.561052144561979,0.8,2.79662203148451,1,1,0,1.00651611305982,2,1.52030424936371,4,4,0.105827661068567,0.5,0.416506557205133,0.5,0.0950042711863268,0.5,0.436703319186136,0.2,0.620983793478189,0.2,1,0.703570703570216,0.91178267631923,0.808333333333333,0.942857142857143,210,0.0254237288135593,0.32520325203252,0.875,210,-263.816584281074,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.652635799345698,0.8,1.71860773619564,1,1,0,0.902492029972314,2,6.30559779280406,4,4,0.133275257218506,0.5,0.668455263239644,0.5,0.0784928195073577,0.5,0.25579594412526,0.2,0.456869363787437,0.2,1,0.641142483176337,0.986535738781668,0.744444444444444,1,74,0.0229357798165138,0.553191489361702,0.84,74,-257.300181984931,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.607011722000611,0.8,2.32455490527453,1,1,0,1.13049777170992,2,0.442518305635675,4,4,0.187319328446789,0.5,0.335974602649593,0.5,0.136385105092037,0.5,0.376350569814809,0.2,0.357210885830192,0.2,1,0.635484852716901,0.901402407187614,0.772222222222222,0.930041152263374,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-299.776988810202,3
