id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a,prior_eta_a,posterior_omega_d,prior_omega_d,posterior_omega_a_posi,prior_omega_a_posi,posterior_omega_a_nega,prior_omega_a_nega,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.629876116667673,0.8,3.69506713517289,1,1,0,1.55132456870629,2,0.421830004544574,4,4,0.126813213064608,0.5,0.0573029564432137,0.5,0.157773315503109,0.5,0.585237232999809,0.2,0.129603368417598,0.2,0.0352057793137012,0.2,1,0.720139046305556,0.964415280464175,0.791666666666667,0.973684210526316,190,0.02,0.44954128440367,0.794871794871795,190,-228.757472296897,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.685111267574293,0.8,0.882078856214364,1,1,0,0.615274231678349,2,6.32901254017507,4,4,0.497204490218615,0.5,0.172366493875692,0.5,0.48242346333023,0.5,0.184134514108093,0.2,0.200442708470448,0.2,0.16103412313628,0.2,1,0.730711216514832,0.850778408194191,0.836111111111111,0.96,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-197.884249459071,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.557334701900512,0.8,0.417803530796936,1,1,0,0.779782446908322,2,13.9904040496382,4,4,0.596393373147174,0.5,0.395512945949241,0.5,0.496213505832832,0.5,0.521105264539337,0.2,0.257787235079218,0.2,0.132225848899299,0.2,1,0.683442640354379,0.655747180523047,0.772222222222222,1,16,0.0509259259259259,0.377622377622378,0.25,16,-229.258906368228,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.396947417457453,0.8,2.55927803702819,1,1,0,0.607863824622023,2,0.979313288775676,4,4,0.300440938020783,0.5,0.358286088823108,0.5,0.506250411266749,0.5,0.600768339255193,0.2,0.220426254530802,0.2,0.310330674574975,0.2,1,0.692820600480749,0.651808801864772,0.825,0.666666666666667,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-241.054332664788,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.584136041572398,0.8,2.6138824154737,1,1,0,1.80293006151359,2,1.05957423677327,4,4,0.14672389877288,0.5,0.0844947065874666,0.5,0.162876911287421,0.5,0.5393864730222,0.2,0.336674980334116,0.2,0.0619450882632391,0.2,1,0.678316688779348,0.919763258530343,0.744444444444444,0.964285714285714,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-246.605771698889,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.61843650661934,0.8,3.26355009289295,1,1,0,1.2586023438829,2,1.02201328342865,4,4,0.10907582765596,0.5,0.193683032342179,0.5,0.169891457303636,0.5,0.58881391168069,0.2,0.22545024058613,0.2,0.0918556540117806,0.2,1,0.652817858296652,0.962028998194373,0.752777777777778,0.985645933014354,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-266.631206401446,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.635957065787743,0.8,2.65312446834376,1,1,0,1.52218562505591,2,1.40677592112768,4,4,0.12760368956413,0.5,0.0796387430469506,0.5,0.119786212447758,0.5,0.282525556529926,0.2,0.0992698073903947,0.2,0.0394181729062918,0.2,1,0.678391233170366,0.966111814251622,0.8,0.987654320987654,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-243.497555274462,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.59539446622913,0.8,4.7560868306199104,1,1,0,1.17669977770959,2,0.23645081841035,4,4,0.0952090234390892,0.5,0.0628638886661288,0.5,0.0907226253242387,0.5,0.512596264182682,0.2,0.360102029257656,0.2,0.0229899207053838,0.2,1,0.689943419796623,0.925826866113839,0.808333333333333,0.942857142857143,210,0.0254237288135593,0.32520325203252,0.875,210,-278.656442415454,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.77047340809054,0.8,1.78951460987583,1,1,0,0.944791653882713,2,1.63389995029294,4,4,0.378823362614451,0.5,0.105187522175086,0.5,0.107622029615025,0.5,0.107217013872226,0.2,0.220011876847945,0.2,0.0519130030247994,0.2,1,0.633425450366382,0.984610897253076,0.722222222222222,1,74,0.0229357798165138,0.553191489361702,0.84,74,-258.238615015199,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.594646616880303,0.8,2.97143218804095,1,1,0,1.21382119747564,2,0.340258475553435,4,4,0.112243694051844,0.5,0.161911574839865,0.5,0.145831188447863,0.5,0.348904384573363,0.2,0.253391214967983,0.2,0.270350626792917,0.2,1,0.62516777527254,0.9014815701212,0.763888888888889,0.930041152263374,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-313.125529402623,3
