id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a_win,prior_eta_a_win,posterior_eta_a_loss,prior_eta_a_loss,posterior_omega,prior_omega,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.914840766146397,0.8,1.79617066033023,1,1,0,0.930887713149929,2,5.62840965883764,4,4,0.0729014138377748,0.5,0.0670143228821635,0.5,0.485567841070338,0.5,0.142839033199175,0.5,0.523596863576093,0.2,1,0.715236799363154,0.918923591625625,0.805555555555556,0.963157894736842,190,0.02,0.44954128440367,0.794871794871795,190,-244.269275066089,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.743309645626814,0.8,0.473963340334576,1,1,0,0.786504807458247,2,10.6599144893856,4,4,0.563999212717678,0.5,0.240170075637464,0.5,0.565478868802997,0.5,0.463704159956594,0.5,0.0749555863622077,0.2,1,0.732777716379497,0.735801926307078,0.827777777777778,0.88,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-200.729324838906,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.798280887301155,0.8,0.195165700403406,1,1,0,0.701344466955775,2,21.661624833489,4,4,0.724242301226982,0.5,0.624079543723415,0.5,0.369517405030564,0.5,0.60854181965295,0.5,0.237235579698975,0.2,1,0.666639068511613,0.656631808300742,0.722222222222222,0.9375,16,0.0509259259259259,0.377622377622378,0.25,16,-238.795875564931,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.5262262990519,0.8,0.513332057195356,1,1,0,0.821290731103398,2,20.8174029658252,4,4,0.190227623062781,0.5,0.598221075224406,0.5,0.613571611519516,0.5,0.457067061908838,0.5,0.572936659658281,0.2,1,0.673436558297809,0.741662412686565,0.744444444444444,0.82051282051282,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-244.19906566282,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.916826014691683,0.8,0.802441122843594,1,1,0,1.08237107480065,2,12.3971879653743,4,4,0.12597412169834,0.5,0.184229194613719,0.5,0.532943528478213,0.5,0.178569215191017,0.5,0.587830168204711,0.2,1,0.717840846655297,0.891688374667499,0.783333333333333,0.928571428571429,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-217.12930149556,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.906441615683925,0.8,0.96638213338642,1,1,0,1.58981483286692,2,13.3855901754469,4,4,0.0384212901806098,0.5,0.205105651437866,0.5,0.271885140033069,0.5,0.207531368033751,0.5,0.250543168804697,0.2,1,0.645073351594599,0.902947024049382,0.733333333333333,0.933014354066986,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-285.073117944747,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.913730571210225,0.8,0.818039486159203,1,1,0,1.09948544576281,2,11.1387327676435,4,4,0.0935265262254511,0.5,0.134982425707434,0.5,0.566715673644593,0.5,0.1662963973596,0.5,0.169077590773748,0.2,1,0.6777292957937,0.920930474829965,0.788888888888889,0.975308641975309,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-240.846871018886,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.917911902356597,0.8,1.79734413303933,1,1,0,1.28769732784453,2,6.62296704412012,4,4,0.093151571068072,0.5,0.0880963420888411,0.5,0.419297945889078,0.5,0.102817528459597,0.5,0.657690946174654,0.2,1,0.768953958551017,0.906678700270586,0.866666666666667,0.938095238095238,210,0.0254237288135593,0.32520325203252,0.875,210,-225.8978774812,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.796817734116816,0.8,2.43435875915581,1,1,0,1.02666684850627,2,2.20095407460597,4,4,0.404270263148463,0.5,0.0939106956364599,0.5,0.697150623498408,0.5,0.0797200451286386,0.5,0.120828185936759,0.2,1,0.696548028087668,0.949041460133203,0.777777777777778,1,74,0.0229357798165138,0.553191489361702,0.84,74,-224.287699695136,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.88906223238993,0.8,0.816725578081557,1,1,0,1.82693891503814,2,11.9964285260597,4,4,0.0609405502026401,0.5,0.227294556294402,0.5,0.304109814213784,0.5,0.132554739119005,0.5,0.30442461144005,0.2,1,0.646416685378865,0.859823693167559,0.763888888888889,0.909465020576132,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-308.099603724698,3
565bff58c121fe0005fc390d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_565bff58c121fe0005fc390d_T1_2024-06-05_18h02.19.834.csv,0.882766085139409,0.8,0.390280282879658,1,1,0,0.746110541498151,2,37.7678624593055,4,4,0.0885992008294574,0.5,0.540607378271566,0.5,0.329844965722437,0.5,0.323064466836071,0.5,0.583401013665432,0.2,1,0.65678832522814,0.918610633701911,0.741666666666667,0.967213114754098,122,0.0657894736842105,0.290076335877863,0.791666666666667,122,-261.409433354187,3
56780a5a89319e0011644cb4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_56780a5a89319e0011644cb4_T1_2024-05-18_13h28.25.633.csv,0.626584284193827,0.8,0.382054082126001,1,1,0,1.01755002674094,2,14.3238411777256,4,4,0.72646202939664,0.5,0.170440674646133,0.5,0.43423710519642,0.5,0.304619997342891,0.5,0.0553767321348379,0.2,1,0.748145194442327,0.606766051568293,0.827777777777778,0.777777777777778,9,0.0423280423280423,0.611764705882353,0.6,9,-185.146169134016,3
567dd32b4f0ef30006dbb718,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_567dd32b4f0ef30006dbb718_T1_2024-05-08_18h14.49.126.csv,0.854788001519406,0.8,1.06669196550903,1,1,0,1.52732840010107,2,9.27226686154411,4,4,0.0752093526145081,0.5,0.140923772443173,0.5,0.632781196021023,0.5,0.194174920118781,0.5,0.383507143440166,0.2,1,0.669365614522735,0.927638836882061,0.777777777777778,0.968152866242038,157,0.00790513833992095,0.283018867924528,0.741935483870968,157,-255.580439405228,3
