subject,model_1_connected,model_1_disconnected,model_2_connected,model_2_disconnected,model_3_connected,model_3_disconnected,model_4_connected,model_4_disconnected,model_5_connected,model_5_disconnected,model_6_connected,model_6_disconnected,model_7_connected,model_7_disconnected,model_8_connected,model_8_disconnected,model_9_connected,model_9_disconnected,model_10_connected,model_10_disconnected,idx_1,idx_2,idx_3,idx_4,idx_5,idx_6,idx_7,idx_8,idx_9,idx_10
60e792f25e9ab875f9605cf5,-402.477730039269,-402.476901156791,-402.483607756864,-402.489652278752,-402.61387885656,-402.639822207529,-402.373970114783,-402.360088774376,-307.409641185617,-307.45942432546,-401.679241727783,-401.689150969154,-402.482086535521,-402.485849038423,-402.48210014498,-402.485860128227,-402.483624688939,-402.489671241635,-402.613720777949,-402.638271540585,-315.075994,-291.425315,-289.368907,-288.283467,-279.294321,-286.375702,-290.968224,-291.01622,-291.495412,-289.37458
60e8b06bfb1c78d450ae9f79,-298.705928435459,-298.766479256801,-298.624489729117,-298.700369374612,-298.738043194336,-298.786669244015,-297.46794594678,-297.502256570546,-271.122529131287,-271.17846984831,-296.427501868869,-296.469209565311,-298.619570686538,-298.690508544975,-298.619013440418,-298.690912789102,-298.624609552996,-298.700462940777,-298.73765268152,-298.784050201637,-294.151626,-210.474959,-211.74812,-211.988979,-212.543615,-210.922203,-198.944966,-198.275493,-195.364869,-200.212815
60ef2700e476748689a999f7,-508.516976281985,-508.313160557439,-508.517692987587,-508.31632862905,-508.599496485563,-508.408457859051,-508.631603578466,-508.434963983423,-482.362383711361,-482.511751417585,-459.448072965302,-464.005678373026,-508.517642372932,-508.316169456358,-508.517646480398,-508.31618174941,-508.51760609459,-508.316256766678,-508.599757369408,-508.408830771789,-428.465979,-428.012082,-399.002936,-395.656815,-384.710165,-397.218535,-415.776535,-414.154517,-414.236423,-395.68571
60f19b1807eb96e727acb757,-483.272903842506,-483.073553791606,-483.282843060682,-483.083205836604,-483.183482332741,-482.998315566052,-483.17530343229,-482.989892996243,-471.770470033429,-471.728427549676,-435.174661335005,-434.539440843211,-483.279081949748,-483.079390287245,-483.279817785856,-483.080280834856,-483.279179233728,-483.078261912443,-483.177334896252,-482.9935754333,-390.92279,-380.263881,-361.184035,-362.899739,-364.45833,-363.732475,-380.149822,-380.301403,-379.935109,-362.723722
60f4a2d142c69dc1121b6dbf,-442.177679556932,-442.067324330258,-442.181258260853,-442.072609566183,-440.162837061453,-440.379857193222,-437.177014347377,-437.085382602534,-396.174890876156,-396.166015930225,-348.737744512453,-347.501456366378,-442.181651488942,-442.0714971424,-442.181191616772,-442.071239851484,-442.181191239053,-442.071160390056,-440.174808354031,-440.381518739441,-380.802149,-354.792168,-340.906004,-340.668971,-322.469718,-315.522684,-352.526198,-352.773109,-352.833249,-340.27232
60f6ce6de6cf393bcde0c14d,-382.500031830344,-382.500031830344,-382.503496199669,-382.503496199669,-382.647325143692,-382.647325143692,-382.647222812601,-382.647222812601,-340.5644318303,-340.5644318303,-382.647213892162,-382.647213892162,-382.502532837891,-382.502532837891,-382.502571654599,-382.502571654599,-382.503556468493,-382.503556468493,-382.647013780298,-382.647013780298,-263.954814,-246.773816,-234.249803,-234.249708,-239.031301,-234.249905,-248.117063,-248.117063,-246.735558,-236.415066
60f8cc430a3d06de34a78773,-406.242493459175,-406.242343036795,-406.243121244632,-406.242973169586,-406.223390443787,-406.22324683945,-406.223268184177,-406.223127330268,-347.534798035889,-347.534205533499,-406.223245682202,-406.223106889338,-406.242915233479,-406.242760972833,-406.243054872345,-406.242896772047,-406.243042801242,-406.242893276128,-406.22356093602,-406.223414912323,-273.391951,-270.724121,-248.691087,-248.8643,-245.861287,-248.864299,-271.264436,-271.265883,-270.730375,-248.367181
60fa0929b83c13a26cd1b8d7,-417.477194919978,-417.462025254531,-417.477840652082,-417.462744303954,-417.562287996701,-417.54880673466,-417.55791490816,-417.543118540363,-245.072638139964,-243.343814503258,-417.544432969474,-417.529614907393,-417.478540590324,-417.46334791309,-417.478602084833,-417.463472338224,-417.478443875122,-417.46335412008,-417.562749387356,-417.549226725591,-243.384776,-232.503917,-222.595341,-222.570836,-169.873813,-223.026172,-231.350381,-231.324932,-232.094578,-222.812269
60fb024cbfd74cc251c6f9b0,-465.857356164485,-465.763367172867,-465.857421218279,-465.763255134855,-465.558702634891,-465.46424565736,-465.865922194258,-465.770183564622,-439.198135719038,-439.203805461339,-430.064255565377,-429.735701624296,-465.863370396428,-465.768328529677,-465.859599106259,-465.767423728927,-465.857584355083,-465.762557635237,-465.559967566288,-465.466267476908,-397.434407,-376.930443,-362.354958,-359.22739,-359.827926,-357.078956,-376.207669,-376.70849,-377.777996,-359.649167
60fbf61d2b955086ac1b1331,-548.284731527815,-548.120651656301,-548.280920851955,-548.117017619889,-547.669688870011,-547.485660593221,-542.438937225998,-542.231452011745,-541.217150130285,-541.091284929845,-411.481444377836,-411.836450301609,-548.279702276655,-548.116131895498,-548.279733013689,-548.116175914279,-548.279635883474,-548.115469045733,-547.668952923487,-547.485073410262,-459.363973,-462.331334,-376.318469,-381.044765,-360.649087,-383.684218,-463.397898,-464.76084,-462.953581,-377.02461
60fd6618f9a377f54dcdf318,-430.001649133179,-429.892414787499,-430.002245260779,-429.892411566164,-429.869301248453,-429.826301279975,-429.242098099343,-429.131521642727,-410.258246828165,-410.25609179307,-381.731005112538,-382.030785577617,-430.001549052453,-429.891672500685,-430.001642725656,-429.89053260385,-430.001139579301,-429.891484961549,-429.868925268588,-429.825980313472,-367.52939,-351.495657,-342.770661,-343.069962,-342.041779,-341.58686,-346.114404,-345.233624,-345.713589,-337.862343
60fe8de5380ae67bf7370ac8,-323.074458167046,-323.077957156568,-323.094955645579,-323.098346203003,-323.221584648279,-323.223987845858,-323.221123398901,-323.224252912554,-304.048052385925,-304.04880663495,-301.820763324119,-301.689514602069,-323.123214531458,-323.125561810699,-323.125823750449,-323.12820240915,-323.110828894636,-323.114391099418,-323.264994107946,-323.266344323216,-325.944924,-257.446204,-254.744737,-254.539495,-253.443019,-244.585985,-246.834855,-245.807053,-252.336807,-246.559673
60ff2c3d915d23318b73ae8d,-411.959845686407,-412.095206238827,-411.966260833467,-412.053347530718,-410.387715165912,-410.887165358653,-411.987341404659,-411.934322893186,-394.755083167685,-394.763964869965,-380.824614914804,-380.541478619373,-411.965730131412,-411.866619580105,-411.965940570926,-411.867506094553,-411.964365001247,-411.869176079569,-410.384395980124,-410.891453823455,-350.937834,-330.799794,-332.56653,-332.460961,-333.052061,-331.62413,-330.388326,-330.72198,-330.687772,-332.228136
60ff7c8f4f066ccf6fe05587,-539.568617576805,-539.268262883338,-539.567072298513,-539.267823317561,-539.36278443379,-539.065661988878,-539.303721972198,-538.992986757971,-538.047850591485,-537.794163384759,-402.859581797147,-408.128615286021,-539.567047036495,-539.266647308765,-539.56700584078,-539.26672954892,-539.566611611752,-539.266015580932,-539.362557137561,-539.066263287156,-450.086583,-452.249418,-345.636425,-345.372075,-342.990324,-347.700064,-451.047544,-450.6283,-451.266937,-343.84994
610008383c0a128712403745,-487.69763300319,-487.578605509615,-487.452302891641,-487.534066003851,-487.400617621454,-487.355464343526,-456.585088177405,-463.696706364709,-463.530838612439,-468.672603713236,-370.601744726427,-367.35405015177,-487.452645135348,-487.370490319712,-487.453465001266,-487.37115005043,-487.453516481367,-487.3717720126,-487.398691326641,-487.356555683028,-433.479535,-392.964654,-334.387337,-325.669718,-328.398966,-325.592459,-394.594228,-394.454684,-393.814747,-330.971006
610038371297afd6f2db9323,-553.174774743447,-553.081630983841,-553.175796034037,-553.083648668536,-552.850978568023,-552.75511393363,-553.226280123833,-553.132399984197,-553.342559375416,-553.250604507083,-388.150258571369,-394.920460570748,-553.171242246294,-553.078163600126,-553.171667454614,-553.078738976442,-553.171620611617,-553.078552139647,-552.850649805135,-552.754604725129,-484.736607,-468.927234,-401.41813,-395.810375,-401.290334,-394.825381,-463.882371,-462.309958,-464.024561,-401.76992
61006b0f1f3bfddb6b4c5d55,-530.30146775742,-530.095001490874,-530.295180132887,-530.088039398959,-529.755687435094,-529.563570333718,-530.218025182039,-530.022391165879,-520.828594613213,-520.841519211908,-352.341013167346,-351.114033467927,-530.291238808836,-530.08214618205,-530.291550595344,-530.082788068864,-530.291415772029,-530.08215587152,-529.748908525318,-529.55722900026,-454.459519,-431.38109,-353.719823,-356.730608,-338.891868,-342.153342,-428.101571,-426.971363,-428.986701,-355.382545
6100ad3174a06d6fb34718ce,-492.933023823537,-492.719092297742,-492.939669410571,-492.725837506564,-492.874069369767,-492.671324271275,-493.087941649905,-492.881226190866,-435.553571246419,-435.505392673393,-432.961571970957,-435.601899066839,-492.939171603832,-492.726845744957,-492.939332054191,-492.726894534681,-492.93924805971,-492.725697280481,-492.871425481306,-492.669998453459,-396.125496,-401.056524,-390.312863,-388.243174,-318.087884,-377.889246,-402.247511,-403.141413,-399.763554,-386.273298
6106e56a30bffe5aa77176ee,-583.60953483122,-583.352397987855,-583.611929209645,-583.397775003517,-583.41587946907,-583.197290239638,-584.060281826801,-583.733050574825,-523.604173389508,-535.953297529533,-432.972191290098,-435.195305454093,-583.60922088528,-583.240954870825,-583.609542029571,-583.24170423785,-583.609548713864,-583.242446992003,-583.413507167626,-583.193145920401,-584.065946,-544.461052,-357.478098,-357.687526,-358.989505,-361.853178,-546.15717,-543.837656,-546.751327,-357.438495
610cd5f2b38b2d1bffe55477,-496.439456693336,-496.331543147361,-496.431262080688,-496.326488271965,-496.437669162338,-496.333790472603,-496.497718568747,-496.39233681681,-485.260261118184,-485.256687063079,-386.78774417873,-385.219018162014,-496.422261669537,-496.318753843127,-496.424096944413,-496.320301819717,-496.424063470946,-496.320429590856,-496.427062520321,-496.324251326884,-376.123597,-382.297389,-348.329017,-351.698101,-348.578686,-343.158388,-387.395032,-386.09892,-386.392967,-353.723319
611167ed8d09c1e0fdd862c2,-492.846013868414,-492.762413849013,-492.846303271893,-492.762575300291,-492.62573052632,-492.543388341055,-493.013862279173,-492.93178498768,-493.162091932447,-493.072346870638,-411.451940131902,-408.630575459902,-492.846349821121,-492.762131476218,-492.84611343272,-492.761968756059,-492.84590243678,-492.761513657368,-492.627030394158,-492.544913279007,-408.56344,-397.232562,-356.212974,-352.022774,-351.74346,-345.271257,-395.620156,-395.75694,-396.125353,-354.855431
611622ddd8be1ac51298cb89,-403.402990409829,-403.402990409829,-403.40544002046,-403.40544002046,-402.110833380552,-402.110833380552,-402.110278633704,-402.110278633704,-60.332410531999,-60.332410531999,-402.109971607127,-402.109971607127,-403.403454224721,-403.403454224721,-403.403353295851,-403.403353295851,-403.40353809803,-403.40353809803,-402.109642771128,-402.109642771128,-252.857606,-257.311002,-254.948876,-254.956671,-34.01519,-254.95281,-253.234125,-253.234125,-257.311001,-254.661397
61183fc3800e4a722426bc6a,-538.562240731118,-538.293635192252,-538.556792073519,-538.288375533942,-538.196066396288,-537.926016520792,-538.06902127687,-537.785567188283,-538.523453705014,-538.24176643266,-332.95714392095,-337.56547763343,-538.553998917207,-538.282753687109,-538.554223626306,-538.283369990046,-538.554134033204,-538.283308881306,-538.193950540686,-537.92351085415,-408.334387,-406.956899,-283.994466,-285.995106,-288.617451,-265.96325,-401.53201,-407.129759,-402.200964,-279.234585
6119b5c448fbd1d8b49155ff,-564.197979296549,-563.888329212408,-564.198460873476,-563.891529278703,-563.681928517768,-563.364697407861,-563.934914979779,-563.624791329156,-559.431423042211,-559.271502899319,-320.746264524485,-318.867043897297,-564.19268781137,-563.883705242819,-564.193181915338,-563.884683615854,-564.193134484639,-563.883170644999,-563.680053839847,-563.362542650872,-463.028227,-445.436832,-316.529346,-316.587113,-265.445603,-358.239039,-423.222449,-426.486067,-422.146567,-311.496373
612fa6644526903f736cf925,-599.315085161725,-599.1075059693,-599.310273166173,-599.10314551551,-598.821809051293,-598.609990288328,-597.130054654975,-596.878210924064,-597.277736033188,-596.960378549731,-324.331416801581,-320.547069762468,-599.309026836039,-599.101731613834,-599.309936448213,-599.102939629482,-599.309924337588,-599.103033265651,-598.821359013503,-598.60929991569,-527.017761,-504.046249,-266.937587,-263.16819,-269.003577,-262.735912,-449.148578,-435.055876,-446.885558,-264.676313
6136503d70302c9d1aa894f4,-494.700009456575,-494.504922344957,-494.694474662748,-494.498415191584,-494.334573127366,-494.131827443065,-493.321710265902,-493.12931004487,-472.104659489689,-472.07406361605,-417.003711626153,-415.386214624151,-494.691057940924,-494.493142690734,-494.691413297804,-494.493836570691,-494.691113327876,-494.492875831009,-494.332873552525,-494.130304640047,-373.602526,-366.367209,-318.486572,-321.708935,-299.403415,-323.75647,-356.245955,-354.244361,-355.108664,-319.572649
613e77b91fc96b58404a4584,-530.318933682085,-530.128531749967,-530.319653873515,-530.1305077938,-530.069893351692,-529.881026921732,-530.402367014161,-530.213279282378,-520.367366533043,-520.330338177413,-360.56716391665,-361.806499297553,-530.319799413685,-530.130355171831,-530.319541803925,-530.130208891116,-530.319436709111,-530.129360364996,-530.071427689864,-529.883163419061,-419.753481,-426.191139,-345.351149,-341.986655,-284.277242,-281.913198,-383.989987,-377.271445,-381.408898,-313.76448
61546cf3956218b9a9e5a699,-580.328627086553,-580.028360748934,-580.329869823109,-580.030848402521,-579.90471688784,-579.60221742899,-579.679908377696,-579.369763246062,-579.796516880521,-579.448746124494,-367.700369047069,-367.566794398184,-580.325297949711,-580.024666047681,-580.325727744006,-580.025535704223,-580.325646794832,-580.023844390763,-579.903080807863,-579.600984560833,-491.105546,-485.553729,-324.459817,-328.939956,-332.457467,-332.400729,-474.521439,-473.722228,-474.695809,-324.783693
6157e566d0e2dea35730c6ac,-425.125867043715,-425.010724247698,-425.133134526697,-425.018236333642,-425.122381901943,-425.010641756756,-425.048475069081,-424.93930081133,-377.794304434507,-377.776792960736,-416.947527921495,-417.15327429967,-425.126600003427,-425.01107421551,-425.127787659712,-425.012301952121,-425.127991546099,-425.012482134601,-425.114439710304,-425.002634260417,-376.018593,-369.074296,-361.875461,-363.476052,-356.649278,-364.005786,-371.114962,-369.920993,-369.073388,-358.860344
615838a2d65d6be56cc96091,-625.162142208086,-624.799915980234,-625.162353293224,-624.803506313752,-624.74467863167,-624.374662231702,-625.113872204866,-624.74503827541,-618.54916677911,-618.056140516396,-254.481315744326,-267.849815162928,-625.157623509751,-624.796048727663,-625.158022825116,-624.797003206263,-625.157950941121,-624.79559568968,-624.743662982236,-624.373223173441,-573.22548,-538.981731,-228.852491,-232.039623,-234.363743,-226.266596,-520.484631,-520.837132,-519.874254,-220.771712
6165a91cfe487d469c4242fd,-448.059136830163,-447.946121954329,-448.053741237596,-447.940251283246,-447.654847761018,-447.546910219072,-447.950713851233,-447.83991112031,-346.645629046088,-345.69949614042,-409.813657726276,-408.676551695777,-448.050808669408,-447.935806726228,-448.051083032818,-447.936281594191,-448.050813137775,-447.936124169433,-447.650105402964,-447.542078756729,-335.040272,-340.947399,-338.722204,-338.919356,-283.62793,-289.142461,-342.111138,-344.489229,-341.32279,-331.269116
6165af4b36cb3bae91f2e355,-525.154682410375,-525.006286252373,-525.14957924104,-525.000137333653,-524.828561579626,-524.683377521123,-525.176412419457,-525.031490294741,-522.754350769255,-522.689391420619,-386.596146866414,-383.211601909689,-525.146247924245,-524.995717449969,-525.146576349501,-524.99626298584,-525.146283686189,-524.995527702679,-524.827782063559,-524.682601877624,-386.252964,-387.291866,-343.271139,-346.160162,-342.461677,-321.837864,-383.189022,-386.55863,-382.158302,-344.164228
616dabffda7757926ea7e84d,-456.569761226463,-456.621568792451,-456.584427648062,-456.635976335065,-456.563337317172,-456.610661846158,-449.632651440168,-449.606942774301,-424.721406414169,-424.663362503366,-418.01375271382,-415.848553090065,-456.582662999418,-456.634074110559,-456.582964706488,-456.634565544787,-456.583198684228,-456.63426683055,-456.557174854251,-456.604004437861,-383.172187,-362.203552,-345.351689,-338.056787,-337.756549,-335.140181,-360.524758,-360.292813,-362.438861,-341.446662
61bb392e40db417c1a138dcb,-438.641378949835,-438.733000693485,-438.64446375327,-438.733286853175,-438.641813086983,-438.793151798075,-426.507664319416,-409.504041917309,-410.808689839299,-403.161000750685,-316.223256729639,-322.202239078356,-438.653199611531,-438.74448830167,-438.653277396838,-438.744002154631,-438.644531620434,-438.732885377799,-438.644871693827,-438.797968410808,-405.91835,-377.097827,-369.333256,-368.050544,-368.741664,-365.787833,-376.893361,-377.401709,-374.936989,-367.193639
627d1b0ff09ff00d79eb9d35,-393.04152604918,-393.015693973353,-392.989537769522,-392.96350547003,-391.503794065679,-391.48510332238,-392.184429089307,-392.150138365253,-310.090649426818,-310.071280654156,-392.182660355234,-392.148363552177,-392.945111394445,-392.918934826503,-392.951659692565,-392.925507492339,-392.952677182099,-392.926447817099,-391.508896435671,-391.49052951659,-287.56688,-271.773283,-268.398273,-268.215796,-251.051859,-268.211389,-271.009038,-271.007182,-271.945396,-268.670439
6287f4819c5fc8c4d48cc885,-469.39046869571,-469.344486209069,-469.389211213971,-469.343285276232,-468.933959815408,-468.88713517467,-468.548645154435,-468.496689834577,-447.195040622124,-447.213696880889,-439.934423238955,-438.64613124637,-469.388811735974,-469.343142922265,-469.388771168579,-469.343106394248,-469.388712244111,-469.342754976647,-468.934165140519,-468.887653612772,-400.489888,-400.796831,-386.110826,-387.216951,-381.551541,-387.52727,-395.365015,-394.558836,-393.602754,-385.546807
628f827eeb876ed2617881e7,-454.584808793579,-454.581793400169,-454.585538125527,-454.584883976457,-454.602144949671,-454.627531344176,-454.403299688997,-454.393162099118,-440.929291852594,-440.909142123685,-428.832154899832,-431.121180857456,-454.585815261777,-454.585050236523,-454.5858992187,-454.585128733567,-454.585634123851,-454.584975216468,-454.603144001195,-454.628380485837,-450.391654,-435.784815,-437.058014,-434.324359,-434.929925,-434.319151,-433.135164,-433.28765,-435.002086,-434.477524
62926f5a375553f13d68bc92,-463.480722462424,-463.452613170878,-463.480480452173,-463.452799330999,-463.59160976708,-463.561034627106,-463.641607270982,-463.613297305694,-463.021867280347,-463.019169776411,-463.562335906463,-463.542977720373,-463.480447595796,-463.452680581581,-463.480450880461,-463.452684658902,-463.480422818619,-463.452752609114,-463.591789488986,-463.561268952244,-449.890467,-435.507835,-429.778066,-429.511837,-430.446259,-429.543912,-440.00691,-440.09759,-437.029056,-432.435758
62a0f7db18a72f2654996af3,-567.706065423564,-567.422083354752,-567.70106271228,-567.416268671884,-567.102831248072,-566.807023289203,-567.388201999407,-567.096358281444,-567.210203967012,-566.950747160473,-324.909399518426,-326.097030577687,-567.699613430878,-567.415873030371,-567.700597509787,-567.417260036499,-567.700573891803,-567.416091648105,-567.101871572811,-566.806871265376,-466.229601,-449.535277,-271.976029,-274.633234,-274.308487,-269.123925,-439.1718,-437.684912,-438.81374,-269.205559
62b077136224952ffd679d48,-342.901609185061,-342.901174405515,-342.901981120675,-342.901474382216,-342.950229213406,-342.949525337941,-342.950171220885,-342.949467498886,-309.041095343931,-309.041845693427,-342.950162806575,-342.949453295416,-342.909066175776,-342.908732210389,-342.909075968171,-342.908737274541,-342.901982552719,-342.901477207615,-342.966465102481,-342.966005802992,-280.652637,-238.358423,-219.650902,-219.989404,-222.79699,-219.989213,-237.412343,-237.412355,-238.367526,-224.656175
62b0ff84054c6ca32f481c65,-385.948721211029,-386.063994187212,-385.972468630321,-386.093387084086,-386.152310921915,-386.288822484908,-373.746137391143,-373.220381109521,-296.24583819504,-295.201034594778,-373.715599464038,-373.041174897616,-385.965215396137,-386.084978057135,-385.965225368751,-386.084986270773,-385.972482731369,-386.093404708247,-386.154444318008,-386.290216560157,-316.265702,-293.217372,-291.546183,-291.654509,-280.085979,-291.630143,-288.140619,-287.610049,-292.831675,-287.850365
62b2c25fa2e87e7ed2da2b87,-536.900801464099,-536.696717454591,-536.896074267498,-536.694463235809,-536.847760944078,-536.657613370304,-537.094529826155,-536.901374919589,-537.157839244988,-536.952811141596,-418.263539136832,-416.687114191801,-536.890244637301,-536.69082479691,-536.89144600722,-536.691778939029,-536.89162380417,-536.69089918063,-536.840083514848,-536.652153625619,-470.347189,-453.035805,-386.59359,-390.016893,-391.87264,-390.152902,-449.604643,-449.635329,-449.687959,-387.128363
62b32a0ea4ec7b2c14906e26,-521.910377822906,-521.822038085433,-521.905800173987,-521.819476030832,-521.838831413909,-521.758116611026,-521.853844949342,-521.760735915817,-519.30830517801,-519.276578636521,-370.931817754035,-371.73294365698,-521.900142719664,-521.814866380702,-521.901456599006,-521.815957523981,-521.90118532639,-521.815695444663,-521.831042681356,-521.751177068669,-433.963337,-436.270546,-391.816568,-394.147862,-394.422463,-345.945973,-422.267958,-418.075014,-423.440183,-386.375016
62b496ea7c06f67ea068d0d3,-553.503136363168,-553.127444200691,-553.481321732752,-553.118728450158,-553.474175309929,-553.137465207716,-551.841330529733,-551.507077557655,-551.330852013296,-550.97278385193,-389.993049240547,-395.095484954166,-553.459768429642,-553.104559009835,-553.464113354957,-553.107323702812,-553.463932490383,-553.107690884692,-553.412214852603,-553.122492937925,-531.458366,-488.412158,-415.51147,-412.510022,-412.428862,-413.881417,-492.240334,-490.668228,-492.720085,-418.700495
62bb42e2f21cfdb280cc975f,-440.924919666448,-440.981471166126,-440.909798717732,-440.960255105989,-440.992426678632,-441.03885647641,-356.695991977492,-358.140318198291,-365.295268258603,-366.501033078377,-351.132095950068,-349.228794745911,-440.934453085581,-440.98759442112,-440.937759182072,-440.991637095318,-440.939533084238,-440.992425838622,-440.971705784586,-441.015769718312,-373.382871,-367.179006,-362.807465,-348.65483,-336.09137,-349.710165,-362.579562,-362.653552,-367.110968,-360.134008
62c5d77b4eacc0065ba43fe7,-482.936586042307,-482.932183911086,-482.936523720224,-482.932115613579,-482.589902258761,-482.587432777108,-482.668769417599,-482.663527927994,-443.469747516015,-443.399276002715,-460.473121687011,-458.206988518087,-482.936967437234,-482.932762243579,-482.936850438263,-482.932644130511,-482.936649668046,-482.932253752664,-482.59049845501,-482.588218518389,-404.903933,-394.236391,-379.909054,-380.376175,-327.746807,-360.991533,-381.18739,-379.782993,-380.632477,-374.285941
62cd43d66c2dd7ae9ab53ae7,-389.661868665399,-389.659005277834,-389.534220188088,-389.53121032309,-389.637121013491,-389.634783527029,-389.664457629905,-389.6620080532,-296.979540248999,-296.942108758152,-389.627110919253,-389.624686152146,-389.534872080598,-389.532499425238,-389.534895879507,-389.532522679134,-389.533916403456,-389.530908514394,-389.637268254049,-389.635080235555,-242.026881,-239.432229,-236.29969,-234.871602,-232.310482,-234.602614,-240.423205,-240.383841,-239.898805,-236.949417
62d86c63e2966588c71b9ff2,-432.170012928642,-431.98449220303,-432.1530845417,-431.974295935619,-431.54556063823,-431.510565773011,-431.456553146657,-431.378457988114,-379.027765801698,-379.155781177133,-422.157907874542,-422.365810762167,-432.131233003341,-431.95655596259,-432.136017932151,-431.960407293159,-432.135947823614,-431.960168964434,-431.546499825357,-431.503641851629,-351.878583,-340.886407,-337.508904,-335.966,-314.65577,-337.104994,-341.267751,-341.050104,-341.245526,-336.857697
62d8e75cba698660a22802c7,-454.772190522566,-454.571202143189,-454.553060818785,-454.537687504477,-454.348449259179,-454.286633386686,-450.413289471774,-450.258554137988,-404.065319988368,-404.024318620771,-425.114195031952,-425.570068529432,-454.546837760148,-454.391176733322,-454.547533312188,-454.391667225223,-454.547722711779,-454.39280323177,-454.347047849919,-454.282286713623,-423.315721,-395.3261,-387.220016,-374.496926,-359.257519,-374.029472,-385.002247,-382.238417,-386.477116,-381.189192
62d9e46fded6a6209a518499,-564.674333603135,-564.51628611595,-564.674580423266,-564.521138349167,-564.750238711772,-564.610676207847,-565.062918476769,-564.908123104374,-565.139136036261,-564.969339533097,-391.179273874402,-387.653303045258,-564.674630102409,-564.520280648626,-564.67467923809,-564.520328952771,-564.674667586969,-564.521239131522,-564.750345028874,-564.609849491457,-511.159579,-469.067745,-340.859555,-342.012679,-337.528937,-343.476463,-467.441274,-463.434067,-467.343418,-336.37601
62e15dfab54f025985de6b5c,-413.808319348274,-413.809709766219,-413.80862178872,-413.810007009763,-413.517198698043,-413.518477723186,-413.499692390867,-413.500971750091,-411.296166658483,-411.30235721397,-413.499723722253,-413.500999746611,-413.808649978118,-413.810036081065,-413.808648838868,-413.810033822104,-413.808638885066,-413.810025061512,-413.51729313408,-413.518569195102,-308.890902,-309.932143,-309.955021,-302.156148,-308.565505,-302.16015,-310.545983,-310.525263,-310.298579,-309.868932
62e19208352cd518d7b2f085,-323.366558795647,-323.361930416975,-323.376056055378,-323.370358526459,-322.848905884503,-322.861211442077,-322.848282736753,-322.860718977392,-238.719230722366,-238.742619947961,-322.850314817106,-322.862432102956,-323.379667124217,-323.37529265487,-323.379729196999,-323.374477610746,-323.375106761557,-323.369433786925,-322.854166347539,-322.866833547855,-252.648406,-191.694506,-184.190611,-182.358435,-181.691928,-181.456462,-193.097563,-193.099234,-191.69405,-185.116517
62eaf1d2015ba1448aa273c4,-528.948342487347,-528.774836733717,-528.944024235555,-528.768862724702,-528.657153277135,-528.493287082,-528.939251518243,-528.768269896882,-529.124032679498,-528.936932579547,-457.626059593058,-456.083287720144,-528.941141016151,-528.765400769768,-528.941451681581,-528.765913332549,-528.940925952524,-528.76442320774,-528.656334546471,-528.492912595553,-453.02275,-453.414108,-410.400973,-413.518177,-414.762476,-413.94516,-453.710623,-453.681822,-453.360609,-410.033141
62f1b2691a5ac1c03a9987a0,-530.191722204294,-530.042224379416,-530.189621209329,-530.039538673188,-529.679322404562,-529.520353961147,-529.102711204023,-528.915561753863,-529.751564504116,-529.592665018273,-416.233974813391,-415.961071025231,-530.188685894668,-530.0386255972,-530.188706261733,-530.038651182016,-530.188722819227,-530.038479924273,-529.679351107567,-529.520414003753,-475.582063,-461.398978,-407.761136,-405.455684,-411.09394,-402.475461,-452.979415,-453.069194,-455.158498,-406.338062
63038702fea51556c37c36cf,-602.733552001817,-602.318336378923,-602.733823281167,-602.318716386532,-602.431622332068,-602.02881866746,-602.191284637589,-601.780717218089,-601.300806924037,-600.767289299282,-395.49450103094,-397.806234037151,-602.734029244397,-602.31980237569,-602.733758908363,-602.319743784678,-602.733695262504,-602.316787899649,-602.433028543663,-602.032526605929,-548.640334,-522.846041,-332.318323,-337.260016,-340.314919,-342.129338,-506.322263,-502.504266,-505.807152,-331.445664
63052f20afc39e87110eb83e,-451.864161927827,-451.834418785402,-451.863620968393,-451.835252754839,-451.807706141238,-451.794172130468,-449.343211048526,-449.407816638745,-423.578800458156,-423.349278838189,-338.59313115267,-334.733881592758,-451.863725034313,-451.834490171726,-451.863879179474,-451.834642657323,-451.863834090641,-451.833836234101,-451.808490155005,-451.795219418322,-299.138291,-297.24212,-282.548164,-268.492605,-275.281828,-261.743559,-298.709122,-297.554909,-299.098982,-278.728067
630cc9747cb664e8a03c29f0,-492.477968676752,-492.313655407995,-492.474444189129,-492.309793200563,-492.14929036087,-491.986494005798,-491.704709371266,-491.531296104718,-436.628465646659,-436.492108246254,-409.789111178926,-408.548238582109,-492.472985907601,-492.307494653303,-492.472989642232,-492.307661266652,-492.472837119403,-492.307063536414,-492.149745584761,-491.987029795683,-372.477209,-376.635635,-367.399049,-367.298526,-314.742821,-367.157474,-379.438375,-379.353389,-379.071904,-371.406026
6316212c1109a3b1bac89fe6,-473.568525802654,-473.544272781692,-473.568783555452,-473.545423088471,-473.692886927215,-473.670229851061,-467.934959692249,-467.854092737078,-456.087097365203,-455.912039746202,-422.552711969844,-420.380508970488,-473.569555948441,-473.544972544687,-473.569573179803,-473.544991164047,-473.568814576619,-473.545182972213,-473.693359436508,-473.670076778574,-405.322694,-401.702022,-387.572578,-387.825483,-389.358199,-363.757412,-401.813132,-401.485265,-401.780546,-386.333086
