subject,model_1_connected,model_1_disconnected,model_2_connected,model_2_disconnected,model_3_connected,model_3_disconnected,model_4_connected,model_4_disconnected,model_5_connected,model_5_disconnected,model_6_connected,model_6_disconnected,model_7_connected,model_7_disconnected,model_8_connected,model_8_disconnected,model_9_connected,model_9_disconnected,model_10_connected,model_10_disconnected,idx_1,idx_2,idx_3,idx_4,idx_5,idx_6,idx_7,idx_8,idx_9,idx_10
56f9364e895094000c8f4967,-382.906842580572,-382.906842580572,-382.928331259583,-382.928331259583,-382.953984579701,-382.953984579701,-382.949213649259,-382.949213649259,-219.830312551306,-219.830312551306,-382.946052954796,-382.946052954796,-382.928643422325,-382.928643422325,-382.928877625436,-382.928877625436,-382.927610360104,-382.927610360104,-382.894843505862,-382.894843505862,-195.559794,-192.717263,-184.451757,-184.451778,-144.721514,-184.451757,-191.849381,-191.864318,-192.71695,-185.044771
570f018053cc8f000f8d4bbb,-454.024122209722,-453.947944558605,-454.030164788917,-453.949108664105,-453.858658126921,-453.778322785128,-454.055979141167,-453.975113655133,-416.648880730347,-416.626678058564,-407.294619968754,-406.716691374129,-454.032877697361,-453.952831161159,-454.032702119566,-453.952550040178,-454.030981956025,-453.95020210861,-453.859464133151,-453.780489239411,-334.88112,-335.907116,-323.223724,-322.600914,-325.618101,-292.087615,-337.720517,-335.685809,-337.662659,-325.830565
5769a352f48c3b00016737f9,-428.700494397982,-428.637575413767,-428.698847776517,-428.637707517212,-428.370056091276,-428.309482375804,-397.176373615394,-394.132617828627,-294.286953303447,-291.718249261956,-354.324344141742,-353.274482436691,-428.697271895197,-428.636619478107,-428.697487674027,-428.636697468905,-428.697350182743,-428.636447098593,-428.351390233696,-428.29336127867,-320.407207,-289.291462,-237.806933,-197.637069,-191.327981,-199.222266,-274.641142,-277.022307,-286.58478,-218.096227
576ad50bc8a90000010d99c8,-472.507044128384,-472.437859969753,-472.51723423491,-472.448054757536,-472.309600073877,-472.241713421928,-470.738315198571,-470.719781962752,-465.563067211378,-465.575711325208,-453.167549189798,-450.870362243798,-472.514610900088,-472.44517546378,-472.515091826982,-472.445726329697,-472.514228849296,-472.444584699604,-472.30182724762,-472.235092287473,-401.814499,-405.137009,-399.187227,-399.423809,-400.130998,-399.576919,-406.062114,-406.224632,-404.794537,-399.948528
577599baca706f000190eb48,-504.90928596681,-504.882189787119,-504.909441908982,-504.882369970317,-504.809592810429,-504.78351856024,-504.89039024302,-504.866445648345,-504.798493757172,-504.782745490237,-504.7083066416,-504.692171292613,-504.909458461015,-504.882637538075,-504.909522563124,-504.882698597823,-504.90923415094,-504.882182954133,-504.809888939091,-504.784002981177,-478.351662,-474.651372,-460.922058,-462.569873,-463.602924,-461.088234,-474.90713,-474.809972,-474.965775,-461.197315
57ad04adddc11d00015bb1c3,-505.904457733485,-505.71360672403,-505.897937885695,-505.707493800631,-505.151592086027,-504.943837058779,-504.938832999677,-504.721779139202,-502.021467063817,-501.844009111791,-400.907321220033,-401.512759357742,-505.895553200392,-505.70503195554,-505.895693241439,-505.705200209078,-505.895659083181,-505.704853143876,-505.149091483931,-504.940998408365,-437.007872,-429.871174,-391.633406,-384.977307,-387.020965,-380.964839,-427.803255,-428.715627,-427.600075,-389.294053
57b771677bcf1a00013f2ba8,-558.644011102261,-558.313762826926,-558.642479646037,-558.312044407405,-558.281126622912,-557.980068407742,-558.711543473402,-558.389698678667,-557.549098322721,-557.138413185208,-386.263049319438,-386.911045725591,-558.641061552627,-558.310903392178,-558.641239613288,-558.311232988258,-558.641110504192,-558.309039662155,-558.272937612639,-557.976287222582,-494.672174,-457.010958,-307.279088,-311.849765,-315.2713,-314.981521,-445.68788,-441.086592,-446.392264,-305.181055
57d0a0bee3221e00015fe385,-406.259665968233,-406.246576521748,-406.260525898603,-406.247396429994,-405.982976493915,-405.968785187047,-406.005374861093,-405.991158711217,-205.871063197159,-205.956492088455,-406.006800946643,-405.992588063417,-406.260982825025,-406.248028685018,-406.260848064311,-406.247893224265,-406.260936327806,-406.247810452509,-405.983506716797,-405.969520399833,-204.044666,-200.833202,-196.775879,-197.232746,-139.992516,-196.588081,-200.914036,-200.910095,-200.749705,-197.417765
581649f0b434f0000184d2a9,-510.37283014593,-510.151855830534,-510.389183859169,-510.1684533343,-510.231569603934,-510.030399708968,-509.854332956132,-509.69855583921,-507.433449648865,-507.326431698149,-411.905364981076,-410.109779770772,-510.379450359048,-510.160276918667,-510.381482404832,-510.161902584142,-510.38137131175,-510.161412577553,-510.214552890747,-510.018085300921,-425.107299,-399.385026,-332.627975,-335.10242,-337.66723,-336.709707,-395.431573,-394.559983,-398.053269,-331.910065
586371807fbbcd00013972ad,-638.615222383658,-638.201141330575,-638.615182159958,-638.201866083777,-638.118077946554,-637.711591711366,-638.579199449601,-638.166978671673,-487.933499445976,-627.322396631194,-328.171260613141,-338.618456328832,-638.610649940164,-638.19649067786,-638.610944788157,-638.197279859742,-638.610944788157,-638.194314349366,-638.116509068716,-637.711255747008,-622.221676,-597.516642,-264.187205,-269.344931,-270.872395,-274.109143,-595.543857,-589.683071,-594.781414,-264.957161
587418895c17910001ea4e75,-454.089185837003,-454.053462961908,-454.089372378868,-454.054446007099,-453.766192663932,-453.881676599156,-454.536563417506,-454.513907877629,-427.077072278585,-427.086402158823,-357.57539678476,-359.8523524301,-454.09368126286,-454.060229736635,-454.093745897297,-454.060282563394,-454.089447914014,-454.053966412568,-453.772306321769,-453.882796860468,-446.63488,-390.991867,-390.493943,-384.60735,-383.933038,-384.652404,-391.405147,-390.686636,-392.348448,-390.784792
58935d5d4d77be0001689f14,-414.306969590578,-414.294171194954,-414.307062793055,-414.294369424619,-414.195128546629,-414.181843725892,-414.175867766119,-414.161596926792,-339.069681397623,-339.284401592765,-414.176556142836,-414.162190231834,-414.306905173611,-414.294237420557,-414.306952762176,-414.294281719092,-414.306930171733,-414.294248542855,-414.19525020763,-414.18189132037,-281.408294,-281.129599,-283.987414,-275.127422,-229.27925,-274.570669,-285.121229,-284.658054,-283.474472,-286.591416
58a5d6527cf56d0001f92567,-481.779702909374,-481.692648235198,-481.776740973476,-481.689987115696,-481.341323531656,-481.256478830175,-481.496110796326,-481.407787783404,-451.440715694245,-451.450888971068,-460.743045464059,-459.656663557862,-481.775962478363,-481.689265118233,-481.775975227164,-481.689273789439,-481.775873603878,-481.689056331679,-481.341638137918,-481.25683577788,-371.732577,-375.523623,-366.793446,-366.924967,-360.351792,-360.81705,-375.698014,-376.31494,-373.890216,-365.863384
58acbfacea3d11000170e99a,-487.767617621557,-487.742446883964,-487.750866089439,-487.727573352488,-487.846320772236,-487.822312589121,-486.919059342267,-486.900719212587,-481.624379870904,-481.662215593658,-464.279959160544,-463.386950456177,-487.733788852954,-487.754570313047,-487.78241493516,-487.757855360074,-487.7818080693,-487.757826377916,-487.801067477105,-487.781907455492,-459.936445,-432.951273,-420.832382,-419.772009,-418.895627,-420.203682,-442.04687,-440.710033,-439.255198,-425.1042
58b0d5e700de9e0001863385,-584.68344339714,-584.527482795633,-584.683440337199,-584.528859802949,-584.399965287155,-584.249603720157,-584.546795372249,-584.395600291838,-569.79953366558,-569.641652915672,-299.61314240993,-301.019723503294,-584.683117700534,-584.527736280548,-584.682906035423,-584.527600324578,-584.682640621647,-584.527457628576,-584.402080231568,-584.251359161988,-511.763272,-513.220843,-354.016931,-360.315362,-358.538913,-321.513618,-502.13762,-500.979562,-501.704786,-346.435708
58d2cb10f5899100018a05b8,-367.148014317475,-367.16475233359,-367.148552275996,-367.164790299804,-366.898035370836,-367.000761341159,-367.30583777939,-367.349775998622,-233.942826193927,-233.951507917966,-347.830160294662,-362.036827384845,-367.153273475244,-367.169139001766,-367.153305670181,-367.16916724751,-367.148582637891,-367.164815706411,-366.899651333242,-366.997769337383,-185.779817,-158.009472,-157.190675,-157.296703,-156.041299,-156.324215,-158.801755,-158.343799,-158.637263,-157.974431
58f90ebc3f4fef000199e2fd,-498.064267613288,-497.870528840223,-498.075422083492,-497.88209043429,-497.650504264459,-497.488303087731,-497.365848907308,-497.203582229405,-477.224689215236,-477.227766191132,-339.564639949954,-337.453621190858,-498.076687856853,-497.882600937649,-498.076139353339,-497.882050812497,-498.076325664671,-497.882502643329,-497.411036795003,-497.475640796847,-405.112375,-384.99454,-350.55267,-341.935176,-338.557645,-331.793699,-346.566523,-345.75315,-345.183005,-335.506376
598fba148380cc00012a3ce7,-436.246730548853,-436.253162000654,-436.249536036081,-436.255854956003,-436.315848346862,-436.32186578166,-436.482904441832,-436.488891180748,-375.375953608986,-375.004344021834,-435.617275541208,-435.630781101109,-436.248750587317,-436.255089263349,-436.248765447841,-436.255103522594,-436.249337532221,-436.255659552272,-436.315950436787,-436.321974117325,-358.884335,-343.801568,-344.782512,-344.971643,-337.477952,-325.195606,-343.149498,-343.717706,-343.255905,-343.947342
59948cbdcf1d1700016efa45,-460.609708267108,-460.501761814622,-460.629405030637,-460.521614606534,-459.908463495105,-459.905218898332,-458.279691768886,-458.310907952662,-400.711376884125,-400.644011176186,-395.19801920545,-393.53790595703,-460.609595562818,-460.503470644285,-460.613888879435,-460.507259260212,-460.613757158338,-460.507581576854,-459.905841884833,-459.901363238192,-332.813982,-300.610527,-277.13929,-277.640975,-256.223627,-277.776166,-289.391562,-288.307301,-290.880562,-273.496325
59ae8d282a78fd00010b80e7,-460.832844170417,-460.723845701668,-460.838043732556,-460.728999538992,-460.770269147157,-460.661616099698,-460.518995903294,-460.409566494595,-401.688878476418,-401.63246442873,-422.804320234351,-424.295839969342,-460.838698956975,-460.730405682287,-460.838647646021,-460.730285118447,-460.838251085622,-460.729374107168,-460.768823591139,-460.660966265912,-322.144207,-327.715085,-312.647872,-306.291306,-309.111154,-301.285403,-334.199327,-332.560081,-332.592934,-319.037659
59c0782e5364260001dc4740,-326.579821689596,-326.285811907907,-326.30029925382,-326.309584915804,-326.063093568169,-326.051811370288,-326.06291816186,-326.051518522683,-212.18393959713,-212.189702523728,-326.063976757817,-326.051516060316,-326.314471317757,-326.323898870417,-326.314717166495,-326.324156591507,-326.297746110088,-326.306952856017,-326.075776000464,-326.064850677633,-236.88611,-166.763702,-162.154848,-162.171525,-145.842504,-162.171077,-160.413707,-160.413766,-166.809881,-159.510454
59dc458f77860e000151240e,-480.164439057098,-480.00632081188,-480.187455383955,-480.029554861319,-480.073223120375,-479.934662434039,-480.552238901084,-480.397465744527,-474.401104075535,-474.350547310126,-362.988991524681,-359.486723219277,-480.165056196519,-480.010320673937,-480.169864490859,-480.014190670799,-480.17005180448,-480.015209982979,-479.906664958954,-479.909811441414,-360.25759,-357.304076,-336.310055,-334.402992,-337.267124,-327.464842,-355.49363,-356.580514,-354.739424,-336.049401
59f22a9fd6380600018b2929,-332.815212799769,-333.095341739609,-332.81715196771,-333.127088746222,-329.86690316036,-330.190576812895,-331.991122729123,-332.122069763714,-247.547087443558,-247.722636363808,-331.066120840361,-331.246637169951,-332.821098294425,-332.812133631985,-332.821421502138,-332.809438155456,-332.813849451484,-332.803071301565,-329.802757700784,-330.144225243539,-302.702884,-229.044521,-218.497199,-212.845959,-209.81699,-214.427616,-228.343847,-230.052786,-227.80557,-218.733287
5a348ea750833c0001ee9550,-472.200655303493,-472.008993911412,-472.184303576334,-471.997531140176,-472.096736169336,-471.934942424075,-472.484525604875,-472.307179997695,-434.906548236409,-434.940953999776,-429.924090007906,-429.669945058183,-472.166229706808,-471.983031085839,-472.169866280767,-471.986044178188,-472.169884139675,-471.985491997147,-472.019634746942,-471.875593975926,-375.460349,-360.296618,-357.672198,-357.50689,-346.729776,-356.674379,-359.865077,-359.256608,-359.779873,-357.237685
5a443812817d1800018d1179,-580.576700218974,-580.196703337094,-580.578590598711,-580.199721293907,-580.3975870374,-580.031988016415,-580.305266766567,-579.916012397243,-580.371953147934,-579.954028440414,-406.060420953285,-411.090745675348,-580.578501740543,-580.200050397791,-580.578415941072,-580.200018152798,-580.578421670948,-580.19867410743,-580.39740908289,-580.033554755915,-500.391451,-493.304336,-333.957864,-334.914646,-337.779116,-339.456905,-476.357166,-472.627637,-475.006815,-319.837604
5a5ec79cacc75b00017aa095,-439.185901214893,-439.086902070275,-439.185309658594,-439.087355024447,-439.121389549909,-439.023368941778,-439.205035520349,-439.108008000221,-288.326347521846,-287.386329568202,-438.572875968219,-438.478010910569,-439.18460155379,-439.087004691638,-439.184765094422,-439.087145196505,-439.1846967058,-439.086870093304,-439.120153324121,-439.022394794636,-285.545177,-288.090897,-280.17288,-280.843032,-207.002179,-260.834428,-291.409597,-289.744592,-291.80435,-284.989304
5a6eac90d5d4cb0001d6815a,-470.929302448566,-470.773075501024,-470.944773710966,-470.788462342696,-470.942669213441,-470.792686250953,-470.900920976328,-470.747462706818,-452.692059098905,-452.65283081626,-395.451401871739,-395.429129093955,-470.937723806661,-470.782762253203,-470.939223508218,-470.783964689185,-470.939013039404,-470.783257645073,-470.93046979388,-470.782252708524,-409.012275,-384.09575,-363.242343,-364.738364,-360.991672,-361.07214,-380.496256,-381.111632,-382.471274,-353.05235
5a95a63e4eecca0001dd4cfa,-419.861327472408,-419.828505235285,-419.853627524026,-419.8213791997,-419.815859443138,-419.792447931243,-416.667007581942,-416.638343652367,-378.79257199697,-378.782294044325,-383.718478610352,-383.891862693948,-419.85047577749,-419.818390103867,-419.852600202726,-419.820421743147,-419.847099359358,-419.815196407805,-419.801007027505,-419.778308764574,-371.248777,-355.182417,-347.250619,-348.042402,-340.191346,-336.277804,-354.059192,-353.519152,-354.208876,-347.251216
5a973481f05361000171dd86,-513.935371895936,-513.86943518454,-513.94102775017,-513.875200022771,-513.862697291492,-513.804803168137,-513.950892245935,-513.888241675126,-506.297753091921,-506.322717689059,-461.242018402819,-460.208679401884,-513.94174073095,-513.876125004565,-513.941664749447,-513.875964809148,-513.941422273491,-513.875848872912,-513.861786856306,-513.795043006077,-485.472771,-469.194322,-444.307677,-439.498076,-424.239984,-424.235292,-459.697813,-458.635216,-459.646245,-439.628033
5ac53209fa3b4e0001736f22,-371.147336824698,-371.116162258376,-370.893658053714,-370.873020840624,-369.591283591639,-369.640565455629,-368.895159672885,-369.020024317502,-285.22517281887,-285.363515402174,-368.837844400255,-368.951115320474,-370.892923443415,-370.872417242698,-370.89376412062,-370.873207081241,-370.892462942039,-370.873971756937,-369.596730037279,-369.646517291723,-268.731387,-220.247151,-214.019468,-210.421276,-211.254785,-211.159189,-220.134901,-220.201611,-220.309787,-214.127719
5afa19a4f856320001cf920f,-402.114533273233,-402.114533273233,-402.114921079894,-402.114921079894,-401.976105705289,-401.976105705289,-401.976239704033,-401.976239704033,-129.076036595195,-129.076036595195,-401.976355730939,-401.976355730939,-402.115278066178,-402.115278066178,-402.115310275128,-402.115310275128,-402.114896372021,-402.114896372021,-401.976817742308,-401.976817742308,-81.326066,-94.946409,-94.19641,-94.201449,-78.434812,-94.177638,-102.06252,-102.062501,-94.939705,-101.454308
5b23d0784fb0d40001e95407,-414.745115367617,-414.70514293485,-414.744351995907,-414.704559246471,-414.26492254036,-414.219703532326,-414.248889469082,-414.202630297844,-250.426330502516,-250.697500608054,-414.244582679583,-414.198300158199,-414.744703003356,-414.705030753383,-414.7445254166,-414.704852746986,-414.744405861856,-414.70457950444,-414.265204129955,-414.220077183134,-198.068059,-212.329055,-207.482209,-203.282932,-151.473809,-203.455084,-221.83343,-221.198468,-215.309501,-218.946716
5b78542ef642ed0001517ca0,-501.31922091147,-501.367807363056,-501.32020667852,-501.372358846434,-500.320190703975,-500.820949759675,-501.737486761758,-501.914250802354,-501.971175825268,-502.020471394076,-300.510528918382,-298.910302934417,-501.320058334396,-501.369470015208,-501.320433313809,-501.369799109047,-501.320635455972,-501.372751544976,-500.327028985354,-500.826281297358,-398.322228,-358.768402,-247.27317,-249.336368,-247.251419,-251.132969,-343.485013,-339.968145,-346.250589,-245.451852
5b824fb6cc06660001a302d4,-538.836430806501,-538.60876507853,-538.834433559353,-538.60664649468,-538.672590828719,-538.466867555561,-538.865048526646,-538.654168148627,-539.149687152508,-538.919999949246,-462.384194313617,-462.239778913352,-538.832480101127,-538.605707335986,-538.832820225911,-538.606077962543,-538.832510225306,-538.60408793289,-538.669059369035,-538.465378934862,-481.58209,-470.770937,-406.755503,-407.026215,-408.22202,-408.847411,-462.714021,-462.403716,-462.556307,-403.892851
5b87b6932be8a60001f74588,-298.345247524568,-298.415828820988,-298.384844777839,-298.448855275234,-298.609833650022,-298.677594356298,-298.447076556474,-298.483250314309,-260.652202562522,-260.743475924913,-298.194975183845,-298.237320562034,-298.387563336638,-298.454768271045,-298.387678476594,-298.454843802929,-298.384890881373,-298.448881737972,-298.611748264059,-298.688210808115,-253.925063,-173.864374,-175.530384,-175.801138,-176.201676,-175.243514,-173.061109,-173.010986,-172.253887,-174.689969
5b87e73d53303600015ea51c,-635.011601959371,-634.674211845611,-635.026874048549,-634.688104371964,-634.993177520227,-634.676936380524,-633.073802123441,-632.6766183536,-500.982819935963,-519.887373080877,-483.164547191181,-491.647409420005,-635.002716080571,-634.66961056228,-635.021717554676,-634.68606403635,-635.021705775733,-634.684024457545,-634.989053217527,-634.675111084914,-645.251845,-623.426561,-320.41365,-324.434167,-326.609204,-329.776441,-625.102822,-622.005881,-625.097174,-321.207958
