id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d,prior_eta_d,posterior_eta_a,prior_eta_a,posterior_omega_d,prior_omega_d,posterior_omega_a_posi,prior_omega_a_posi,posterior_omega_a_nega,prior_omega_a_nega,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.87530110738224,0.8,2.81070659826693,1,1,0,0.742573321483211,2,5.647874993047,4,4,0.0572719885230065,0.5,0.15515954107329,0.5,0.563184672569031,0.2,0.0914633461447731,0.2,0.613289333443392,0.2,1,0.718034720959728,0.932058927263081,0.8,0.957894736842105,190,0.02,0.44954128440367,0.794871794871795,190,-232.826140435567,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.72949037521979,0.8,0.326162467124925,1,1,0,0.870463278254103,2,19.2388812366721,4,4,0.322138690006743,0.5,0.449127693150527,0.5,0.166257000194689,0.2,0.187815000760348,0.2,0.189854921734441,0.2,1,0.725879419876743,0.656156946589039,0.819444444444444,0.88,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-206.429793720237,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.82208825178249,0.8,0.16148486929332,1,1,0,0.619855456913033,2,28.1136934018751,4,4,0.652029302696505,0.5,0.492427285144911,0.5,0.153237252922482,0.2,0.344743371673076,0.2,0.191432051169628,0.2,1,0.670765281144464,0.637700633554377,0.736111111111111,0.9375,16,0.0509259259259259,0.377622377622378,0.25,16,-237.527129337787,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.241184679083322,0.8,1.0522275859786001,1,1,0,0.480173335603177,2,4.00599382318948,4,4,0.439534593468031,0.5,0.665308285903878,0.5,0.618327768282706,0.2,0.26866667704388,0.2,0.0304340861673344,0.2,1,0.670290740735193,0.685635474436792,0.752777777777778,0.717948717948718,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-252.928666195303,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.915897477892849,0.8,0.803400480346113,1,1,0,1.66767064885137,2,11.9441327318182,4,4,0.103275499238873,0.5,0.232886840259271,0.5,0.62155236836749606,0.2,0.467005831027951,0.2,0.042805768755326,0.2,1,0.69859069040423,0.923272699326431,0.786111111111111,0.952380952380952,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-229.304000497586,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.848000791872828,0.8,1.57904054968661,1,1,0,1.24623326456145,2,7.17762337298269,4,4,0.0363817182702389,0.5,0.137151798792854,0.5,0.453413170045691,0.2,0.145096797146174,0.2,0.0410221478557594,0.2,1,0.598324536328639,0.957238618591789,0.719444444444444,0.980861244019139,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-300.078401812816,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.914373733783609,0.8,1.20058739636513,1,1,0,0.657157055515425,2,6.85038804183963,4,4,0.119696836198198,0.5,0.261671519350905,0.5,0.348767071937617,0.2,0.0786303238252496,0.2,0.0309071424997426,0.2,1,0.672031176859919,0.932905554440372,0.769444444444444,0.962962962962963,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-241.256463611791,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.930177579739352,0.8,1.55076844033955,1,1,0,1.1854090898368,2,9.23620186918635,4,4,0.0708486993599734,0.5,0.117583855296243,0.5,0.547231311560255,0.2,0.122397054266762,0.2,0.563817362704752,0.2,1,0.710695254519457,0.900687651449391,0.813888888888889,0.942857142857143,210,0.0254237288135593,0.32520325203252,0.875,210,-254.032677883111,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.957081738705763,0.8,1.36793765904272,1,1,0,0.988884953879575,2,6.58437936614867,4,4,0.172553190214416,0.5,0.107857587182901,0.5,0.322719327898613,0.2,0.498365779205781,0.2,0.0396294971960807,0.2,1,0.701118806985072,0.971718201563122,0.808333333333333,1,74,0.0229357798165138,0.553191489361702,0.84,74,-229.77512933437,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.85524969160467,0.8,0.994737316570778,1,1,0,1.57473343374727,2,9.91781919041177,4,4,0.0462423711787687,0.5,0.0923546778545172,0.5,0.433239481062586,0.2,0.0365741975088221,0.2,0.298999527089976,0.2,1,0.611155630140892,0.880055684557624,0.733333333333333,0.921810699588477,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-325.83574407983,3
