id,has_practice_effects,file,posterior_p_a,prior_p_a,posterior_inv_temp,prior_inv_temp,fixed_state_exploration,fixed_parameter_exploration,posterior_Rsensitivity,prior_Rsensitivity,posterior_reward_value,prior_reward_value,fixed_l_loss_value,posterior_eta_d_win,prior_eta_d_win,posterior_eta_d_loss,prior_eta_d_loss,posterior_eta_a,prior_eta_a,posterior_omega_d,prior_omega_d,posterior_omega_a_posi,prior_omega_a_posi,posterior_omega_a_nega,prior_omega_a_nega,fixed_lamgda,avg_act_prob_time1,avg_act_prob_time2,avg_model_acc_time1,avg_model_acc_time2,times_chosen_advisor,percent_win_choose_other,percent_lose_choose_same,percent_choose_advisor_after_bad_advice,time_advisor_chosen,F,modelAIorRL
53b98f20fdf99b472f4700e4,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_53b98f20fdf99b472f4700e4_T2_2024-06-20_12h12.34.621.csv,0.903957746384738,0.8,2.21306324762357,1,1,0,0.724548925864024,2,6.70346654875944,4,4,0.0637003216076728,0.5,0.0793229989377143,0.5,0.183811401488308,0.5,0.557017132419198,0.2,0.103133842058425,0.2,0.552537047598948,0.2,1,0.712416070216338,0.932138734456568,0.797222222222222,0.957894736842105,190,0.02,0.44954128440367,0.794871794871795,190,-240.643141610919,3
558fa9dffdf99b7ce2924662,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_558fa9dffdf99b7ce2924662_T1_2024-07-13_17h11.33.221.csv,0.73541659978386,0.8,0.428845507974042,1,1,0,0.873099912102021,2,11.3683056244709,4,4,0.550215225100584,0.5,0.2605535309599,0.5,0.573378912437547,0.5,0.109242392712399,0.2,0.131724987344957,0.2,0.139792380970634,0.2,1,0.73315551535139,0.674448345591453,0.830555555555556,0.88,25,0.0745614035087719,0.557251908396947,0.166666666666667,25,-202.090485315891,3
5590a34cfdf99b729d4f69dc,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5590a34cfdf99b729d4f69dc_T1_2024-05-08_19h14.58.345.csv,0.82648782010589406,0.8,0.176607736409314,1,1,0,0.647454160389012,2,23.9411733736238,4,4,0.724771667095763,0.5,0.566598950900911,0.5,0.514028470203549,0.5,0.111288232889612,0.2,0.299596969790497,0.2,0.185833538788271,0.2,1,0.67125054179296,0.648445715096459,0.744444444444444,0.9375,16,0.0509259259259259,0.377622377622378,0.25,16,-237.360493182967,3
5596a991fdf99b2d1e834690,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5596a991fdf99b2d1e834690_T1_2024-05-18_18h56.17.515.csv,0.52085042117523,0.8,0.435411815164948,1,1,0,0.808773665052686,2,26.8885331297112,4,4,0.166747194963372,0.5,0.618908459650809,0.5,0.532899237117424,0.5,0.49452782712943,0.2,0.518746098275331,0.2,0.257767418925838,0.2,1,0.673624985790221,0.746496057957396,0.75,0.82051282051282,39,0.0137614678899083,0.269503546099291,0.333333333333333,39,-247.881133034917,3
55bcd160fdf99b1c4e4ae632,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55bcd160fdf99b1c4e4ae632_T1_2024-05-08_07h47.30.203.csv,0.943191679139245,0.8,0.497951383901725,1,1,0,1.10460299996228,2,26.1637135925132,4,4,0.0942606982158623,0.5,0.273768390273983,0.5,0.310578907151729,0.5,0.502714497802987,0.2,0.516476056125022,0.2,0.140635328390743,0.2,1,0.708560159862267,0.895403743272871,0.786111111111111,0.928571428571429,84,0.0131004366812227,0.507692307692308,0.826086956521739,84,-225.966257606853,3
55cc7cfb74297e0005235c27,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55cc7cfb74297e0005235c27_T2_2024-06-11_09h39.26.712.csv,0.900486545466943,0.8,1.07821525905781,1,1,0,1.66794957556366,2,12.1528967443947,4,4,0.0454130261193752,0.5,0.271990750028526,0.5,0.228316324418068,0.5,0.371372547655299,0.2,0.297827943028588,0.2,0.0322356366633301,0.2,1,0.656717313714929,0.951099081466468,0.761111111111111,0.976076555023923,209,0.0411522633744856,0.112068965517241,0.630434782608696,209,-267.777105982142,3
55eb04337480920010aa9e0d,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_55eb04337480920010aa9e0d_T2_2024-06-21_08h40.47.183.csv,0.937756121511771,0.8,0.827038111682911,1,1,0,0.805069528179282,2,13.4216192293423,4,4,0.0824766347520173,0.5,0.176772099817909,0.5,0.28114519402451,0.5,0.268994435790874,0.2,0.111815705249651,0.2,0.0520318525904684,0.2,1,0.674429504369687,0.928708320208456,0.783333333333333,0.962962962962963,81,0.0643776824034335,0.515873015873016,0.466666666666667,81,-243.454127141357,3
562c2ff0733ea000111630df,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562c2ff0733ea000111630df_T1_2024-05-21_21h01.03.413.csv,0.956867553793825,0.8,0.89945659593563,1,1,0,1.39093403025283,2,18.994060977943,4,4,0.0614938436341991,0.5,0.183232591105932,0.5,0.171924833498412,0.5,0.45958758505349,0.2,0.560016789076697,0.2,0.415196831620406,0.2,1,0.740160321102012,0.899562201780694,0.852777777777778,0.933333333333333,210,0.0254237288135593,0.32520325203252,0.875,210,-247.192620854385,3
562eb896733ea000051638c6,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_562eb896733ea000051638c6_T2_2024-06-12_20h24.55.599.csv,0.961126862740934,0.8,1.58273186052484,1,1,0,1.0269106625557,2,4.04388377162546,4,4,0.271233014862988,0.5,0.144167970783188,0.5,0.077257546768596,0.5,0.283054194214104,0.2,0.437044516048262,0.2,0.0425281547161665,0.2,1,0.70013754787944,0.977440534373964,0.794444444444444,1,74,0.0229357798165138,0.553191489361702,0.84,74,-230.433018833675,3
5658000ca9872d0011e1ba26,0,/media/labs/NPC/DataSink/StimTool_Online/WB_Advice/active_trust_5658000ca9872d0011e1ba26_T2_2024-06-21_10h14.17.416.csv,0.913184016725618,0.8,0.561002868274577,1,1,0,2.18635298291662,2,20.4735208539828,4,4,0.0505829337169584,0.5,0.264251619423428,0.5,0.170052824436628,0.5,0.292422959897837,0.2,0.148161362264993,0.2,0.293389975187535,0.2,1,0.642306339098286,0.871656529102744,0.761111111111111,0.91358024691358,243,0.0348837209302326,0.118811881188119,0.816326530612245,243,-308.275903299554,3
